구분,질문,답변
은평구 진관동 전세,은평구 진관동에 아파트 전세 보여주세요.,은평구 진관동에 있는 2017년에 지어진 은평뉴타운엘크루 아파트은/는 11.0층 59.98m²(임대면적) 기준으로 보증금 46425만원 전세로 거래되었습니다.
금천구 독산동 월세,금천구 독산동에 연립다세대 월세 보여주세요.,금천구 독산동에 있는 2019년에 지어진 1057-37 연립다세대은/는 2.0층 59.98m²(임대면적) 기준으로 보증금 627만원 임대료는 51만원에 월세로 거래되었습니다.
강서구 마곡동 전세,강서구 마곡동에 오피스텔 전세 보여주세요.,강서구 마곡동에 있는 2017년에 지어진 마곡나루역보타닉푸르지오시티 오피스텔은/는 13.0층 22.17m²(임대면적) 기준으로 보증금 17000만원 전세로 거래되었습니다.
강남구 논현동 전세,강남구 논현동에 아파트 전세 보여주세요.,강남구 논현동에 있는 2023년에 지어진 펜트힐캐스케이드 아파트은/는 16.0층 43.01m²(임대면적) 기준으로 보증금 60000만원 전세로 거래되었습니다.
광진구 중곡동 월세,광진구 중곡동에 연립다세대 월세 보여주세요.,광진구 중곡동에 있는 2014년에 지어진 (30-38) 연립다세대은/는 1.0층 38.46m²(임대면적) 기준으로 보증금 18500만원 임대료는 25만원에 월세로 거래되었습니다.
강북구 미아동 월세,강북구 미아동에 아파트 월세 보여주세요.,강북구 미아동에 있는 2006년에 지어진 미아1차래미안 아파트은/는 11.0층 59.9m²(임대면적) 기준으로 보증금 10000만원 임대료는 80만원에 월세로 거래되었습니다.
구로구 오류동 월세,구로구 오류동에 아파트 월세 보여주세요.,구로구 오류동에 있는 2018년에 지어진 오류동행복주택 아파트은/는 13.0층 36.85m²(임대면적) 기준으로 보증금 9000만원 임대료는 34만원에 월세로 거래되었습니다.
영등포구 양평동2가 월세,영등포구 양평동2가에 연립다세대 월세 보여주세요.,영등포구 양평동2가에 있는 2002년에 지어진 (33-8) 연립다세대은/는 2.0층 50.4m²(임대면적) 기준으로 보증금 9000만원 임대료는 40만원에 월세로 거래되었습니다.
양천구 목동 월세,양천구 목동에 연립다세대 월세 보여주세요.,양천구 목동에 있는 2017년에 지어진 라온하우스 연립다세대은/는 3.0층 41.46m²(임대면적) 기준으로 보증금 5000만원 임대료는 64만원에 월세로 거래되었습니다.
중랑구 중화동 전세,중랑구 중화동에 연립다세대 전세 보여주세요.,중랑구 중화동에 있는 1992년에 지어진 오성빌라 연립다세대은/는 4.0층 35.14m²(임대면적) 기준으로 보증금 12500만원 전세로 거래되었습니다.
서대문구 연희동 전세,서대문구 연희동에 연립다세대 전세 보여주세요.,서대문구 연희동에 있는 2003년에 지어진 (350-13) 연립다세대은/는 2.0층 65.14m²(임대면적) 기준으로 보증금 27550만원 전세로 거래되었습니다.
강남구 논현동 월세,강남구 논현동에 오피스텔 월세 보여주세요.,강남구 논현동에 있는 2018년에 지어진 리체힐 신논현 오피스텔A동 오피스텔은/는 10.0층 24.88m²(임대면적) 기준으로 보증금 1000만원 임대료는 130만원에 월세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2011년에 지어진 이펜하우스1단지 아파트은/는 6.0층 84.86m²(임대면적) 기준으로 보증금 21229만원 전세로 거래되었습니다.
용산구 효창동 전세,용산구 효창동에 연립다세대 전세 보여주세요.,용산구 효창동에 있는 2017년에 지어진 127-10 연립다세대은/는 3.0층 27.75m²(임대면적) 기준으로 보증금 25000만원 전세로 거래되었습니다.
강서구 방화동 전세,강서구 방화동에 아파트 전세 보여주세요.,강서구 방화동에 있는 1993년에 지어진 방화그린 아파트은/는 6.0층 49.77m²(임대면적) 기준으로 보증금 22400만원 전세로 거래되었습니다.
노원구 상계동 전세,노원구 상계동에 오피스텔 전세 보여주세요.,노원구 상계동에 있는 2005년에 지어진 토마토파르코 오피스텔은/는 7.0층 36.77m²(임대면적) 기준으로 보증금 14000만원 전세로 거래되었습니다.
은평구 불광동 전세,은평구 불광동에 연립다세대 전세 보여주세요.,은평구 불광동에 있는 2018년에 지어진 105-76 연립다세대은/는 2.0층 57.76m²(임대면적) 기준으로 보증금 21700만원 전세로 거래되었습니다.
동대문구 이문동 월세,동대문구 이문동에 아파트 월세 보여주세요.,동대문구 이문동에 있는 2004년에 지어진 래미안이문2차 아파트은/는 4.0층 84.61m²(임대면적) 기준으로 보증금 30000만원 임대료는 90만원에 월세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2011년에 지어진 이펜하우스1단지 아파트은/는 1.0층 84.86m²(임대면적) 기준으로 보증금 21229만원 전세로 거래되었습니다.
송파구 문정동 전세,송파구 문정동에 연립다세대 전세 보여주세요.,송파구 문정동에 있는 2017년에 지어진 (93-21) 연립다세대은/는 2.0층 29.56m²(임대면적) 기준으로 보증금 25600만원 전세로 거래되었습니다.
강서구 방화동 전세,강서구 방화동에 아파트 전세 보여주세요.,강서구 방화동에 있는 1993년에 지어진 방화그린 아파트은/는 6.0층 49.77m²(임대면적) 기준으로 보증금 22400만원 전세로 거래되었습니다.
서대문구 홍은동 전세,서대문구 홍은동에 연립다세대 전세 보여주세요.,서대문구 홍은동에 있는 2016년에 지어진 위일리츠빌 연립다세대은/는 4.0층 41.4m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
강남구 대치동 월세,강남구 대치동에 연립다세대 월세 보여주세요.,강남구 대치동에 있는 2016년에 지어진 (934-4) 연립다세대은/는 2.0층 17.3m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 월세로 거래되었습니다.
강서구 방화동 전세,강서구 방화동에 오피스텔 전세 보여주세요.,강서구 방화동에 있는 2021년에 지어진 마곡 킹덤 펜타리움 오피스텔은/는 4.0층 28.83m²(임대면적) 기준으로 보증금 22000만원 전세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2011년에 지어진 이펜하우스1단지 아파트은/는 9.0층 84.86m²(임대면적) 기준으로 보증금 28980만원 전세로 거래되었습니다.
강남구 대치동 월세,강남구 대치동에 아파트 월세 보여주세요.,강남구 대치동에 있는 2021년에 지어진 (977-) 아파트은/는 5.0층 59.99m²(임대면적) 기준으로 보증금 100000만원 임대료는 40만원에 월세로 거래되었습니다.
노원구 상계동 월세,노원구 상계동에 아파트 월세 보여주세요.,노원구 상계동에 있는 1988년에 지어진 보람1단지 아파트은/는 14.0층 54.59m²(임대면적) 기준으로 보증금 8000만원 임대료는 60만원에 월세로 거래되었습니다.
송파구 방이동 월세,송파구 방이동에 연립다세대 월세 보여주세요.,송파구 방이동에 있는 2004년에 지어진 탑스빌 연립다세대은/는 5.0층 31.07m²(임대면적) 기준으로 보증금 12000만원 임대료는 12만원에 월세로 거래되었습니다.
구로구 항동 전세,구로구 항동에 연립다세대 전세 보여주세요.,구로구 항동에 있는 1996년에 지어진 매화빌라 연립다세대은/는 4.0층 59.89m²(임대면적) 기준으로 보증금 21000만원 전세로 거래되었습니다.
노원구 중계동 전세,노원구 중계동에 아파트 전세 보여주세요.,노원구 중계동에 있는 1990년에 지어진 중계그린1단지 아파트은/는 1.0층 39.78m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
서초구 반포동 전세,서초구 반포동에 아파트 전세 보여주세요.,서초구 반포동에 있는 2009년에 지어진 래미안퍼스티지 아파트은/는 15.0층 59.96m²(임대면적) 기준으로 보증금 33549만원 전세로 거래되었습니다.
구로구 오류동 월세,구로구 오류동에 아파트 월세 보여주세요.,구로구 오류동에 있는 2018년에 지어진 오류동행복주택 아파트은/는 6.0층 36.85m²(임대면적) 기준으로 보증금 9000만원 임대료는 34만원에 월세로 거래되었습니다.
서대문구 홍은동 전세,서대문구 홍은동에 연립다세대 전세 보여주세요.,서대문구 홍은동에 있는 2019년에 지어진 미소지움105동 연립다세대은/는 1.0층 22.65m²(임대면적) 기준으로 보증금 15500만원 전세로 거래되었습니다.
은평구 진관동 월세,은평구 진관동에 오피스텔 월세 보여주세요.,은평구 진관동에 있는 2017년에 지어진 은평뉴타운 신한 헤센스마트 오피스텔은/는 11.0층 20.04m²(임대면적) 기준으로 보증금 600만원 임대료는 63만원에 월세로 거래되었습니다.
마포구 공덕동 월세,마포구 공덕동에 아파트 월세 보여주세요.,마포구 공덕동에 있는 2011년에 지어진 래미안공덕5차 아파트은/는 15.0층 59.97m²(임대면적) 기준으로 보증금 55000만원 임대료는 60만원에 월세로 거래되었습니다.
은평구 진관동 월세,은평구 진관동에 오피스텔 월세 보여주세요.,은평구 진관동에 있는 2017년에 지어진 은평뉴타운 신한 헤센스마트 오피스텔은/는 11.0층 20.04m²(임대면적) 기준으로 보증금 600만원 임대료는 63만원에 월세로 거래되었습니다.
강서구 방화동 월세,강서구 방화동에 아파트 월세 보여주세요.,강서구 방화동에 있는 1994년에 지어진 방화5 아파트은/는 8.0층 33.18m²(임대면적) 기준으로 보증금 15435만원 임대료는 10만원에 월세로 거래되었습니다.
송파구 잠실동 월세,송파구 잠실동에 연립다세대 월세 보여주세요.,송파구 잠실동에 있는 2012년에 지어진 햇님빌 연립다세대은/는 2.0층 24.22m²(임대면적) 기준으로 보증금 2000만원 임대료는 49만원에 월세로 거래되었습니다.
강서구 마곡동 전세,강서구 마곡동에 오피스텔 전세 보여주세요.,강서구 마곡동에 있는 2017년에 지어진 마곡럭스나인오피스텔 엘동 오피스텔은/는 9.0층 21.87m²(임대면적) 기준으로 보증금 13800만원 전세로 거래되었습니다.
강서구 염창동 전세,강서구 염창동에 오피스텔 전세 보여주세요.,강서구 염창동에 있는 2018년에 지어진 한빛어반뉴스토리 오피스텔은/는 13.0층 28.69m²(임대면적) 기준으로 보증금 22000만원 전세로 거래되었습니다.
중구 황학동 전세,중구 황학동에 아파트 전세 보여주세요.,중구 황학동에 있는 2008년에 지어진 롯데캐슬 아파트은/는 32.0층 59.91m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
은평구 진관동 전세,은평구 진관동에 연립다세대 전세 보여주세요.,은평구 진관동에 있는 2017년에 지어진 은평지웰테라스 연립다세대은/는 2.0층 84.31m²(임대면적) 기준으로 보증금 47000만원 전세로 거래되었습니다.
서초구 반포동 전세,서초구 반포동에 아파트 전세 보여주세요.,서초구 반포동에 있는 2023년에 지어진 래미안원베일리 아파트은/는 12.0층 59.96m²(임대면적) 기준으로 보증금 120000만원 전세로 거래되었습니다.
강남구 역삼동 전세,강남구 역삼동에 아파트 전세 보여주세요.,강남구 역삼동에 있는 2005년에 지어진 역삼래미안 아파트은/는 2.0층 80.87m²(임대면적) 기준으로 보증금 114000만원 전세로 거래되었습니다.
동작구 상도동 월세,동작구 상도동에 연립다세대 월세 보여주세요.,동작구 상도동에 있는 2012년에 지어진 리치빌(299-168) 연립다세대은/는 1.0층 16.98m²(임대면적) 기준으로 보증금 10000만원 임대료는 17만원에 월세로 거래되었습니다.
서초구 양재동 전세,서초구 양재동에 연립다세대 전세 보여주세요.,서초구 양재동에 있는 2016년에 지어진 주원베르빌(101동) 연립다세대은/는 3.0층 29.93m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다.
용산구 후암동 전세,용산구 후암동에 연립다세대 전세 보여주세요.,용산구 후암동에 있는 2023년에 지어진 미산빌19차 연립다세대은/는 4.0층 29.17m²(임대면적) 기준으로 보증금 23000만원 전세로 거래되었습니다.
도봉구 창동 전세,도봉구 창동에 아파트 전세 보여주세요.,도봉구 창동에 있는 1989년에 지어진 주공17단지 아파트은/는 9.0층 36.16m²(임대면적) 기준으로 보증금 14075만원 전세로 거래되었습니다.
동작구 사당동 전세,동작구 사당동에 아파트 전세 보여주세요.,동작구 사당동에 있는 2003년에 지어진 롯데캐슬 아파트은/는 13.0층 117.68m²(임대면적) 기준으로 보증금 60350만원 전세로 거래되었습니다.
노원구 월계동 전세,노원구 월계동에 아파트 전세 보여주세요.,노원구 월계동에 있는 2020년에 지어진 월계센트럴아이파크 아파트은/는 28.0층 59.99m²(임대면적) 기준으로 보증금 38550만원 전세로 거래되었습니다.
동대문구 용두동 전세,동대문구 용두동에 연립다세대 전세 보여주세요.,동대문구 용두동에 있는 2017년에 지어진 모두가(39-860) 연립다세대은/는 2.0층 28.96m²(임대면적) 기준으로 보증금 20500만원 전세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스5단지 아파트은/는 3.0층 59.95m²(임대면적) 기준으로 보증금 8814만원 임대료는 14만원에 월세로 거래되었습니다.
양천구 목동 전세,양천구 목동에 연립다세대 전세 보여주세요.,양천구 목동에 있는 2017년에 지어진 라움리츠빌 연립다세대은/는 4.0층 24.85m²(임대면적) 기준으로 보증금 15800만원 전세로 거래되었습니다.
노원구 공릉동 전세,노원구 공릉동에 아파트 전세 보여주세요.,노원구 공릉동에 있는 1985년에 지어진 태릉우성아파트 아파트은/는 4.0층 66.87m²(임대면적) 기준으로 보증금 29200만원 전세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2003년에 지어진 로데오휘버스빌 아파트은/는 4.0층 84.99m²(임대면적) 기준으로 보증금 42000만원 전세로 거래되었습니다.
송파구 거여동 전세,송파구 거여동에 아파트 전세 보여주세요.,송파구 거여동에 있는 2021년에 지어진 포레나송파 아파트은/는 21.0층 84.8m²(임대면적) 기준으로 보증금 71000만원 전세로 거래되었습니다.
은평구 불광동 전세,은평구 불광동에 아파트 전세 보여주세요.,은평구 불광동에 있는 1988년에 지어진 라이프미성 아파트은/는 11.0층 84.65m²(임대면적) 기준으로 보증금 8000만원 전세로 거래되었습니다.
서대문구 홍제동 월세,서대문구 홍제동에 아파트 월세 보여주세요.,서대문구 홍제동에 있는 1994년에 지어진 청구1차 아파트은/는 7.0층 84.78m²(임대면적) 기준으로 보증금 20000만원 임대료는 110만원에 월세로 거래되었습니다.
강서구 화곡동 월세,강서구 화곡동에 연립다세대 월세 보여주세요.,강서구 화곡동에 있는 2009년에 지어진 로얄빌 연립다세대은/는 3.0층 58.68m²(임대면적) 기준으로 보증금 3000만원 임대료는 90만원에 월세로 거래되었습니다.
송파구 방이동 전세,송파구 방이동에 오피스텔 전세 보여주세요.,송파구 방이동에 있는 2023년에 지어진 잠실 에스뜨레야90 오피스텔은/는 13.0층 39.67m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
동대문구 답십리동 전세,동대문구 답십리동에 연립다세대 전세 보여주세요.,"동대문구 답십리동에 있는 2014년에 지어진 명품가A,B,C동 연립다세대은/는 5.0층 82.04m²(임대면적) 기준으로 보증금 34000만원 전세로 거래되었습니다."
강서구 등촌동 전세,강서구 등촌동에 아파트 전세 보여주세요.,강서구 등촌동에 있는 2019년에 지어진 지엠벨리 아파트은/는 8.0층 25.95m²(임대면적) 기준으로 보증금 25900만원 전세로 거래되었습니다.
성동구 금호동1가 월세,성동구 금호동1가에 아파트 월세 보여주세요.,성동구 금호동1가에 있는 2001년에 지어진 벽산 아파트은/는 6.0층 59.9m²(임대면적) 기준으로 보증금 25000만원 임대료는 65만원에 월세로 거래되었습니다.
송파구 가락동 전세,송파구 가락동에 아파트 전세 보여주세요.,송파구 가락동에 있는 2018년에 지어진 헬리오시티 아파트은/는 34.0층 84.99m²(임대면적) 기준으로 보증금 110000만원 전세로 거래되었습니다.
금천구 독산동 월세,금천구 독산동에 연립다세대 월세 보여주세요.,금천구 독산동에 있는 2022년에 지어진 명진캐슬 연립다세대은/는 2.0층 46.86m²(임대면적) 기준으로 보증금 1858만원 임대료는 40만원에 월세로 거래되었습니다.
구로구 오류동 전세,구로구 오류동에 연립다세대 전세 보여주세요.,구로구 오류동에 있는 2011년에 지어진 지선아트빌 연립다세대은/는 4.0층 55.96m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
강동구 고덕동 월세,강동구 고덕동에 아파트 월세 보여주세요.,강동구 고덕동에 있는 2016년에 지어진 래미안힐스테이트고덕 아파트은/는 29.0층 84.83m²(임대면적) 기준으로 보증금 60000만원 임대료는 53만원에 월세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2011년에 지어진 이펜하우스3단지 아파트은/는 4.0층 49.52m²(임대면적) 기준으로 보증금 9629만원 전세로 거래되었습니다.
광진구 자양동 전세,광진구 자양동에 아파트 전세 보여주세요.,광진구 자양동에 있는 1999년에 지어진 로얄동아 아파트은/는 18.0층 114.28m²(임대면적) 기준으로 보증금 75650만원 전세로 거래되었습니다.
양천구 신정동 월세,양천구 신정동에 아파트 월세 보여주세요.,양천구 신정동에 있는 2011년에 지어진 이펜하우스3단지 아파트은/는 8.0층 49.52m²(임대면적) 기준으로 보증금 7727만원 임대료는 13만원에 월세로 거래되었습니다.
중랑구 묵동 전세,중랑구 묵동에 아파트 전세 보여주세요.,중랑구 묵동에 있는 2013년에 지어진 묵동리본타워 아파트은/는 4.0층 84.99m²(임대면적) 기준으로 보증금 23483만원 전세로 거래되었습니다.
노원구 월계동 월세,노원구 월계동에 아파트 월세 보여주세요.,노원구 월계동에 있는 1999년에 지어진 한일1 아파트은/는 8.0층 84.94m²(임대면적) 기준으로 보증금 33000만원 임대료는 25만원에 월세로 거래되었습니다.
강서구 등촌동 전세,강서구 등촌동에 연립다세대 전세 보여주세요.,강서구 등촌동에 있는 2016년에 지어진 멤버스빌B동 연립다세대은/는 3.0층 29.9m²(임대면적) 기준으로 보증금 16300만원 전세로 거래되었습니다.
광진구 자양동 월세,광진구 자양동에 연립다세대 월세 보여주세요.,광진구 자양동에 있는 2014년에 지어진 진연빌(678-26) 연립다세대은/는 3.0층 33.78m²(임대면적) 기준으로 보증금 18000만원 임대료는 6만원에 월세로 거래되었습니다.
양천구 신정동 월세,양천구 신정동에 아파트 월세 보여주세요.,양천구 신정동에 있는 1987년에 지어진 목동신시가지14 아파트은/는 15.0층 55.02m²(임대면적) 기준으로 보증금 11800만원 임대료는 78만원에 월세로 거래되었습니다.
강동구 명일동 월세,강동구 명일동에 오피스텔 월세 보여주세요.,강동구 명일동에 있는 2020년에 지어진 고덕역 효성해링턴 타워 더퍼스트 오피스텔은/는 7.0층 19.51m²(임대면적) 기준으로 보증금 1000만원 임대료는 69만원에 월세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 1987년에 지어진 목동신시가지14 아파트은/는 12.0층 55.02m²(임대면적) 기준으로 보증금 42500만원 전세로 거래되었습니다.
은평구 진관동 전세,은평구 진관동에 아파트 전세 보여주세요.,은평구 진관동에 있는 2010년에 지어진 구파발9단지래미안(901~915동)임대BL3-3 아파트은/는 6.0층 84.91m²(임대면적) 기준으로 보증금 38150만원 전세로 거래되었습니다.
강동구 명일동 전세,강동구 명일동에 오피스텔 전세 보여주세요.,강동구 명일동에 있는 2021년에 지어진 고덕역 대명벨리온 오피스텔은/는 6.0층 21.31m²(임대면적) 기준으로 보증금 16000만원 전세로 거래되었습니다.
금천구 독산동 월세,금천구 독산동에 연립다세대 월세 보여주세요.,금천구 독산동에 있는 2022년에 지어진 명진캐슬 연립다세대은/는 3.0층 45.07m²(임대면적) 기준으로 보증금 1820만원 임대료는 39만원에 월세로 거래되었습니다.
영등포구 당산동2가 월세,영등포구 당산동2가에 아파트 월세 보여주세요.,영등포구 당산동2가에 있는 1999년에 지어진 당산대우 아파트은/는 17.0층 45.55m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 월세로 거래되었습니다.
강서구 등촌동 전세,강서구 등촌동에 아파트 전세 보여주세요.,"강서구 등촌동에 있는 1994년에 지어진 등촌1,2단지주공아파트 아파트은/는 4.0층 41.85m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다."
관악구 봉천동 월세,관악구 봉천동에 아파트 월세 보여주세요.,관악구 봉천동에 있는 2003년에 지어진 관악드림(삼성) 아파트은/는 13.0층 84.96m²(임대면적) 기준으로 보증금 40000만원 임대료는 75만원에 월세로 거래되었습니다.
강서구 방화동 전세,강서구 방화동에 아파트 전세 보여주세요.,강서구 방화동에 있는 1994년에 지어진 마곡중앙하이츠아파트 아파트은/는 9.0층 39.58m²(임대면적) 기준으로 보증금 22000만원 전세로 거래되었습니다.
구로구 개봉동 월세,구로구 개봉동에 연립다세대 월세 보여주세요.,구로구 개봉동에 있는 2000년에 지어진 공원빌라B동(339-8) 연립다세대은/는 2.0층 70.46m²(임대면적) 기준으로 보증금 9000만원 임대료는 60만원에 월세로 거래되었습니다.
강서구 등촌동 전세,강서구 등촌동에 아파트 전세 보여주세요.,"강서구 등촌동에 있는 1994년에 지어진 등촌1,2단지주공아파트 아파트은/는 4.0층 41.85m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다."
동작구 사당동 월세,동작구 사당동에 아파트 월세 보여주세요.,동작구 사당동에 있는 1990년에 지어진 대림(169-8) 아파트은/는 6.0층 59.67m²(임대면적) 기준으로 보증금 20000만원 임대료는 80만원에 월세로 거래되었습니다.
서대문구 창천동 월세,서대문구 창천동에 연립다세대 월세 보여주세요.,서대문구 창천동에 있는 2003년에 지어진 메트로빌 연립다세대은/는 1.0층 70.04m²(임대면적) 기준으로 보증금 19000만원 임대료는 30만원에 월세로 거래되었습니다.
성동구 금호동2가 월세,성동구 금호동2가에 아파트 월세 보여주세요.,성동구 금호동2가에 있는 2012년에 지어진 금호자이1차 아파트은/는 3.0층 59.99m²(임대면적) 기준으로 보증금 40000만원 임대료는 100만원에 월세로 거래되었습니다.
서초구 반포동 월세,서초구 반포동에 아파트 월세 보여주세요.,서초구 반포동에 있는 2009년에 지어진 반포자이 아파트은/는 17.0층 84.94m²(임대면적) 기준으로 보증금 100000만원 임대료는 150만원에 월세로 거래되었습니다.
동작구 상도동 월세,동작구 상도동에 연립다세대 월세 보여주세요.,동작구 상도동에 있는 2001년에 지어진 골든리버티빌(1-10) 연립다세대은/는 2.0층 78.11m²(임대면적) 기준으로 보증금 10000만원 임대료는 80만원에 월세로 거래되었습니다.
서초구 잠원동 전세,서초구 잠원동에 아파트 전세 보여주세요.,서초구 잠원동에 있는 2016년에 지어진 래미안신반포팰리스 아파트은/는 27.0층 104.02m²(임대면적) 기준으로 보증금 165000만원 전세로 거래되었습니다.
금천구 독산동 월세,금천구 독산동에 아파트 월세 보여주세요.,금천구 독산동에 있는 1990년에 지어진 독산주공14단지 아파트은/는 6.0층 38.64m²(임대면적) 기준으로 보증금 5000만원 임대료는 50만원에 월세로 거래되었습니다.
서초구 반포동 월세,서초구 반포동에 아파트 월세 보여주세요.,서초구 반포동에 있는 2018년에 지어진 반포써밋 아파트은/는 19.0층 49.81m²(임대면적) 기준으로 보증금 23394만원 임대료는 31만원에 월세로 거래되었습니다.
성동구 응봉동 전세,성동구 응봉동에 아파트 전세 보여주세요.,성동구 응봉동에 있는 1990년에 지어진 금호현대 아파트은/는 14.0층 79.8m²(임대면적) 기준으로 보증금 43989만원 전세로 거래되었습니다.
동대문구 장안동 전세,동대문구 장안동에 연립다세대 전세 보여주세요.,동대문구 장안동에 있는 1993년에 지어진 동호(439-15) 연립다세대은/는 1.0층 35.94m²(임대면적) 기준으로 보증금 12600만원 전세로 거래되었습니다.
마포구 중동 전세,마포구 중동에 연립다세대 전세 보여주세요.,마포구 중동에 있는 2022년에 지어진 동원데쟈뷰 연립다세대은/는 6.0층 42.52m²(임대면적) 기준으로 보증금 37000만원 전세로 거래되었습니다.
서초구 반포동 전세,서초구 반포동에 아파트 전세 보여주세요.,서초구 반포동에 있는 2009년에 지어진 반포자이 아파트은/는 12.0층 84.98m²(임대면적) 기준으로 보증금 94500만원 전세로 거래되었습니다.
성동구 금호동2가 월세,성동구 금호동2가에 아파트 월세 보여주세요.,성동구 금호동2가에 있는 2012년에 지어진 금호자이1차 아파트은/는 4.0층 59.99m²(임대면적) 기준으로 보증금 10000만원 임대료는 250만원에 월세로 거래되었습니다.
강서구 마곡동 전세,강서구 마곡동에 아파트 전세 보여주세요.,강서구 마곡동에 있는 2014년에 지어진 마곡엠벨리(15단지) 아파트은/는 14.0층 84.88m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
은평구 구산동 월세,은평구 구산동에 아파트 월세 보여주세요.,은평구 구산동에 있는 2022년에 지어진 구산주택 아파트은/는 6.0층 17.6m²(임대면적) 기준으로 보증금 4800만원 임대료는 30만원에 월세로 거래되었습니다.
강서구 마곡동 전세,강서구 마곡동에 아파트 전세 보여주세요.,강서구 마곡동에 있는 2014년에 지어진 마곡엠벨리(15단지) 아파트은/는 9.0층 84.86m²(임대면적) 기준으로 보증금 75100만원 전세로 거래되었습니다.
광진구 구의동 월세,광진구 구의동에 아파트 월세 보여주세요.,광진구 구의동에 있는 1996년에 지어진 구의현대2단지 아파트은/는 24.0층 84.86m²(임대면적) 기준으로 보증금 5000만원 임대료는 205만원에 월세로 거래되었습니다.
마포구 서교동 전세,마포구 서교동에 연립다세대 전세 보여주세요.,마포구 서교동에 있는 2015년에 지어진 미래스위트하우스 연립다세대은/는 2.0층 43.85m²(임대면적) 기준으로 보증금 36000만원 전세로 거래되었습니다.
강남구 역삼동 전세,강남구 역삼동에 연립다세대 전세 보여주세요.,강남구 역삼동에 있는 2002년에 지어진 다빈치하우스 연립다세대은/는 3.0층 31.77m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
송파구 문정동 전세,송파구 문정동에 아파트 전세 보여주세요.,송파구 문정동에 있는 1984년에 지어진 문정가락현대1차 아파트은/는 9.0층 123.61m²(임대면적) 기준으로 보증금 55000만원 전세로 거래되었습니다.
성동구 용답동 전세,성동구 용답동에 오피스텔 전세 보여주세요.,성동구 용답동에 있는 2022년에 지어진 동우리즈힐스 오피스텔은/는 7.0층 16.57m²(임대면적) 기준으로 보증금 17000만원 전세로 거래되었습니다.
강남구 도곡동 전세,강남구 도곡동에 아파트 전세 보여주세요.,강남구 도곡동에 있는 1995년에 지어진 럭키(963) 아파트은/는 2.0층 84.97m²(임대면적) 기준으로 보증금 71400만원 전세로 거래되었습니다.
강북구 미아동 전세,강북구 미아동에 오피스텔 전세 보여주세요.,강북구 미아동에 있는 2020년에 지어진 그랜드파크 오피스텔은/는 13.0층 16.78m²(임대면적) 기준으로 보증금 15000만원 전세로 거래되었습니다.
은평구 응암동 전세,은평구 응암동에 아파트 전세 보여주세요.,은평구 응암동에 있는 2020년에 지어진 백련산에스케이뷰아이파크 아파트은/는 1.0층 59.85m²(임대면적) 기준으로 보증금 40850만원 전세로 거래되었습니다.
강동구 명일동 전세,강동구 명일동에 아파트 전세 보여주세요.,강동구 명일동에 있는 1985년에 지어진 고덕주공9 아파트은/는 1.0층 83.34m²(임대면적) 기준으로 보증금 35000만원 전세로 거래되었습니다.
서초구 반포동 월세,서초구 반포동에 아파트 월세 보여주세요.,서초구 반포동에 있는 2009년에 지어진 반포자이 아파트은/는 14.0층 194.69m²(임대면적) 기준으로 보증금 80000만원 임대료는 700만원에 월세로 거래되었습니다.
중랑구 면목동 전세,중랑구 면목동에 연립다세대 전세 보여주세요.,중랑구 면목동에 있는 1984년에 지어진 대농빌라 연립다세대은/는 3.0층 120.77m²(임대면적) 기준으로 보증금 35000만원 전세로 거래되었습니다.
동작구 상도동 전세,동작구 상도동에 아파트 전세 보여주세요.,동작구 상도동에 있는 2016년에 지어진 두산위브트레지움2차 아파트은/는 13.0층 59.79m²(임대면적) 기준으로 보증금 38850만원 전세로 거래되었습니다.
