구분,질문,답변
가산동/월세/보증금,가산동 월세 보증금 가장비싼 높은 고액,가산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 27000만원 월세로 거래되었습니다.
신공덕동/월세/보증금,신공덕동 월세 보증금 가장비싼 높은 고액,신공덕동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 13500만원 월세로 거래되었습니다.
역촌동/월세/보증금,역촌동 월세 보증금 가장비싼 높은 고액,역촌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 18000만원 월세로 거래되었습니다.
노량진동/월세/보증금,노량진동 월세 보증금 가장비싼 높은 고액,노량진동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 55000만원 월세로 거래되었습니다.
당산동4가/월세/보증금,당산동4가 월세 보증금 가장비싼 높은 고액,당산동4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
망원동/월세/보증금,망원동 월세 보증금 가장비싼 높은 고액,망원동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
현저동/월세/보증금,현저동 월세 보증금 가장비싼 높은 고액,현저동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26600만원 월세로 거래되었습니다.
도곡동/월세/보증금,도곡동 월세 보증금 가장비싼 높은 고액,도곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 150000만원 월세로 거래되었습니다.
연남동/월세/보증금,연남동 월세 보증금 가장비싼 높은 고액,연남동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
신수동/월세/보증금,신수동 월세 보증금 가장비싼 높은 고액,신수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 67000만원 월세로 거래되었습니다.
대치동/월세/보증금,대치동 월세 보증금 가장비싼 높은 고액,대치동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 155000만원 월세로 거래되었습니다.
용산동2가/월세/보증금,용산동2가 월세 보증금 가장비싼 높은 고액,용산동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 2000만원 월세로 거래되었습니다.
양재동/월세/보증금,양재동 월세 보증금 가장비싼 높은 고액,양재동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
반포동/월세/보증금,반포동 월세 보증금 가장비싼 높은 고액,반포동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 280000만원 월세로 거래되었습니다.
당산동2가/월세/보증금,당산동2가 월세 보증금 가장비싼 높은 고액,당산동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
삼전동/월세/보증금,삼전동 월세 보증금 가장비싼 높은 고액,삼전동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 월세로 거래되었습니다.
군자동/월세/보증금,군자동 월세 보증금 가장비싼 높은 고액,군자동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25300만원 월세로 거래되었습니다.
논현동/월세/보증금,논현동 월세 보증금 가장비싼 높은 고액,논현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
대방동/월세/보증금,대방동 월세 보증금 가장비싼 높은 고액,대방동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 31500만원 월세로 거래되었습니다.
금호동4가/월세/보증금,금호동4가 월세 보증금 가장비싼 높은 고액,금호동4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 39000만원 월세로 거래되었습니다.
도선동/월세/보증금,도선동 월세 보증금 가장비싼 높은 고액,도선동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
인의동/월세/보증금,인의동 월세 보증금 가장비싼 높은 고액,인의동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 5000만원 월세로 거래되었습니다.
평창동/월세/보증금,평창동 월세 보증금 가장비싼 높은 고액,평창동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
송파동/월세/보증금,송파동 월세 보증금 가장비싼 높은 고액,송파동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 52500만원 월세로 거래되었습니다.
동소문동6가/월세/보증금,동소문동6가 월세 보증금 가장비싼 높은 고액,동소문동6가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 2000만원 월세로 거래되었습니다.
상수동/월세/보증금,상수동 월세 보증금 가장비싼 높은 고액,상수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 월세로 거래되었습니다.
석관동/월세/보증금,석관동 월세 보증금 가장비싼 높은 고액,석관동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 월세로 거래되었습니다.
석촌동/월세/보증금,석촌동 월세 보증금 가장비싼 높은 고액,석촌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 38000만원 월세로 거래되었습니다.
영등포동2가/월세/보증금,영등포동2가 월세 보증금 가장비싼 높은 고액,영등포동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
후암동/월세/보증금,후암동 월세 보증금 가장비싼 높은 고액,후암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 13000만원 월세로 거래되었습니다.
중곡동/월세/보증금,중곡동 월세 보증금 가장비싼 높은 고액,중곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
신설동/월세/보증금,신설동 월세 보증금 가장비싼 높은 고액,신설동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 23600만원 월세로 거래되었습니다.
황학동/월세/보증금,황학동 월세 보증금 가장비싼 높은 고액,황학동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
상월곡동/월세/보증금,상월곡동 월세 보증금 가장비싼 높은 고액,상월곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 16500만원 월세로 거래되었습니다.
영등포동/월세/보증금,영등포동 월세 보증금 가장비싼 높은 고액,영등포동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 18000만원 월세로 거래되었습니다.
남가좌동/월세/보증금,남가좌동 월세 보증금 가장비싼 높은 고액,남가좌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
신당동/월세/보증금,신당동 월세 보증금 가장비싼 높은 고액,신당동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 55000만원 월세로 거래되었습니다.
휘경동/월세/보증금,휘경동 월세 보증금 가장비싼 높은 고액,휘경동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22200만원 월세로 거래되었습니다.
본동/월세/보증금,본동 월세 보증금 가장비싼 높은 고액,본동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 31000만원 월세로 거래되었습니다.
신대방동/월세/보증금,신대방동 월세 보증금 가장비싼 높은 고액,신대방동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 35000만원 월세로 거래되었습니다.
용강동/월세/보증금,용강동 월세 보증금 가장비싼 높은 고액,용강동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 월세로 거래되었습니다.
화양동/월세/보증금,화양동 월세 보증금 가장비싼 높은 고액,화양동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 16000만원 월세로 거래되었습니다.
대조동/월세/보증금,대조동 월세 보증금 가장비싼 높은 고액,대조동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 21200만원 월세로 거래되었습니다.
명일동/월세/보증금,명일동 월세 보증금 가장비싼 높은 고액,명일동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
성수동1가/월세/보증금,성수동1가 월세 보증금 가장비싼 높은 고액,성수동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
염리동/월세/보증금,염리동 월세 보증금 가장비싼 높은 고액,염리동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 55000만원 월세로 거래되었습니다.
응봉동/월세/보증금,응봉동 월세 보증금 가장비싼 높은 고액,응봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
상도동/월세/보증금,상도동 월세 보증금 가장비싼 높은 고액,상도동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 62000만원 월세로 거래되었습니다.
도원동/월세/보증금,도원동 월세 보증금 가장비싼 높은 고액,도원동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
능동/월세/보증금,능동 월세 보증금 가장비싼 높은 고액,능동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 31500만원 월세로 거래되었습니다.
효창동/월세/보증금,효창동 월세 보증금 가장비싼 높은 고액,효창동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
성수동2가/월세/보증금,성수동2가 월세 보증금 가장비싼 높은 고액,성수동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
대림동/월세/보증금,대림동 월세 보증금 가장비싼 높은 고액,대림동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22800만원 월세로 거래되었습니다.
공덕동/월세/보증금,공덕동 월세 보증금 가장비싼 높은 고액,공덕동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 85000만원 월세로 거래되었습니다.
제기동/월세/보증금,제기동 월세 보증금 가장비싼 높은 고액,제기동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 36000만원 월세로 거래되었습니다.
거여동/월세/보증금,거여동 월세 보증금 가장비싼 높은 고액,거여동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
광장동/월세/보증금,광장동 월세 보증금 가장비싼 높은 고액,광장동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 54000만원 월세로 거래되었습니다.
자곡동/월세/보증금,자곡동 월세 보증금 가장비싼 높은 고액,자곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 월세로 거래되었습니다.
삼선동3가/월세/보증금,삼선동3가 월세 보증금 가장비싼 높은 고액,삼선동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1645만원 월세로 거래되었습니다.
전농동/월세/보증금,전농동 월세 보증금 가장비싼 높은 고액,전농동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53500만원 월세로 거래되었습니다.
세곡동/월세/보증금,세곡동 월세 보증금 가장비싼 높은 고액,세곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10668만원 월세로 거래되었습니다.
당산동6가/월세/보증금,당산동6가 월세 보증금 가장비싼 높은 고액,당산동6가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
한남동/월세/보증금,한남동 월세 보증금 가장비싼 높은 고액,한남동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 15000만원 월세로 거래되었습니다.
청담동/월세/보증금,청담동 월세 보증금 가장비싼 높은 고액,청담동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 80500만원 월세로 거래되었습니다.
항동/월세/보증금,항동 월세 보증금 가장비싼 높은 고액,항동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 23000만원 월세로 거래되었습니다.
합정동/월세/보증금,합정동 월세 보증금 가장비싼 높은 고액,합정동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
방이동/월세/보증금,방이동 월세 보증금 가장비싼 높은 고액,방이동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70300만원 월세로 거래되었습니다.
갈현동/월세/보증금,갈현동 월세 보증금 가장비싼 높은 고액,갈현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 5000만원 월세로 거래되었습니다.
홍제동/월세/보증금,홍제동 월세 보증금 가장비싼 높은 고액,홍제동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
당산동/월세/보증금,당산동 월세 보증금 가장비싼 높은 고액,당산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
청파동2가/월세/보증금,청파동2가 월세 보증금 가장비싼 높은 고액,청파동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
문래동5가/월세/보증금,문래동5가 월세 보증금 가장비싼 높은 고액,문래동5가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
양평동2가/월세/보증금,양평동2가 월세 보증금 가장비싼 높은 고액,양평동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22950만원 월세로 거래되었습니다.
중동/월세/보증금,중동 월세 보증금 가장비싼 높은 고액,중동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 3000만원 월세로 거래되었습니다.
용두동/월세/보증금,용두동 월세 보증금 가장비싼 높은 고액,용두동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
냉천동/월세/보증금,냉천동 월세 보증금 가장비싼 높은 고액,냉천동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 36000만원 월세로 거래되었습니다.
가리봉동/월세/보증금,가리봉동 월세 보증금 가장비싼 높은 고액,가리봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 13600만원 월세로 거래되었습니다.
옥수동/월세/보증금,옥수동 월세 보증금 가장비싼 높은 고액,옥수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 42000만원 월세로 거래되었습니다.
삼성동/월세/보증금,삼성동 월세 보증금 가장비싼 높은 고액,삼성동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 120000만원 월세로 거래되었습니다.
명륜2가/월세/보증금,명륜2가 월세 보증금 가장비싼 높은 고액,명륜2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22000만원 월세로 거래되었습니다.
회기동/월세/보증금,회기동 월세 보증금 가장비싼 높은 고액,회기동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
망우동/월세/보증금,망우동 월세 보증금 가장비싼 높은 고액,망우동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 월세로 거래되었습니다.
영등포동1가/월세/보증금,영등포동1가 월세 보증금 가장비싼 높은 고액,영등포동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 23600만원 월세로 거래되었습니다.
오금동/월세/보증금,오금동 월세 보증금 가장비싼 높은 고액,오금동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 66000만원 월세로 거래되었습니다.
만리동2가/월세/보증금,만리동2가 월세 보증금 가장비싼 높은 고액,만리동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
성북동/월세/보증금,성북동 월세 보증금 가장비싼 높은 고액,성북동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 9000만원 월세로 거래되었습니다.
종암동/월세/보증금,종암동 월세 보증금 가장비싼 높은 고액,종암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 35000만원 월세로 거래되었습니다.
금호동3가/월세/보증금,금호동3가 월세 보증금 가장비싼 높은 고액,금호동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
대현동/월세/보증금,대현동 월세 보증금 가장비싼 높은 고액,대현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 21000만원 월세로 거래되었습니다.
용문동/월세/보증금,용문동 월세 보증금 가장비싼 높은 고액,용문동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
영등포동8가/월세/보증금,영등포동8가 월세 보증금 가장비싼 높은 고액,영등포동8가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 55000만원 월세로 거래되었습니다.
당산동5가/월세/보증금,당산동5가 월세 보증금 가장비싼 높은 고액,당산동5가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20700만원 월세로 거래되었습니다.
대흥동/월세/보증금,대흥동 월세 보증금 가장비싼 높은 고액,대흥동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 월세로 거래되었습니다.
문배동/월세/보증금,문배동 월세 보증금 가장비싼 높은 고액,문배동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
도봉동/월세/보증금,도봉동 월세 보증금 가장비싼 높은 고액,도봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 15000만원 월세로 거래되었습니다.
충정로3가/월세/보증금,충정로3가 월세 보증금 가장비싼 높은 고액,충정로3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 11280만원 월세로 거래되었습니다.
동작동/월세/보증금,동작동 월세 보증금 가장비싼 높은 고액,동작동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 월세로 거래되었습니다.
당산동1가/월세/보증금,당산동1가 월세 보증금 가장비싼 높은 고액,당산동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25400만원 월세로 거래되었습니다.
당산동3가/월세/보증금,당산동3가 월세 보증금 가장비싼 높은 고액,당산동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 13000만원 월세로 거래되었습니다.
금호동1가/월세/보증금,금호동1가 월세 보증금 가장비싼 높은 고액,금호동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
압구정동/월세/보증금,압구정동 월세 보증금 가장비싼 높은 고액,압구정동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 월세로 거래되었습니다.
상도1동/월세/보증금,상도1동 월세 보증금 가장비싼 높은 고액,상도1동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 3000만원 월세로 거래되었습니다.
수색동/월세/보증금,수색동 월세 보증금 가장비싼 높은 고액,수색동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
북가좌동/월세/보증금,북가좌동 월세 보증금 가장비싼 높은 고액,북가좌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
남현동/월세/보증금,남현동 월세 보증금 가장비싼 높은 고액,남현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 49000만원 월세로 거래되었습니다.
교북동/월세/보증금,교북동 월세 보증금 가장비싼 높은 고액,교북동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
광희동1가/월세/보증금,광희동1가 월세 보증금 가장비싼 높은 고액,광희동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 9450만원 월세로 거래되었습니다.
행촌동/월세/보증금,행촌동 월세 보증금 가장비싼 높은 고액,행촌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 18443만원 월세로 거래되었습니다.
흥인동/월세/보증금,흥인동 월세 보증금 가장비싼 높은 고액,흥인동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 55700만원 월세로 거래되었습니다.
내수동/월세/보증금,내수동 월세 보증금 가장비싼 높은 고액,내수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
양평동3가/월세/보증금,양평동3가 월세 보증금 가장비싼 높은 고액,양평동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
사직동/월세/보증금,사직동 월세 보증금 가장비싼 높은 고액,사직동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 15000만원 월세로 거래되었습니다.
원효로4가/월세/보증금,원효로4가 월세 보증금 가장비싼 높은 고액,원효로4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45000만원 월세로 거래되었습니다.
문래동6가/월세/보증금,문래동6가 월세 보증금 가장비싼 높은 고액,문래동6가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 38000만원 월세로 거래되었습니다.
하월곡동/월세/보증금,하월곡동 월세 보증금 가장비싼 높은 고액,하월곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
충무로2가/월세/보증금,충무로2가 월세 보증금 가장비싼 높은 고액,충무로2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
사근동/월세/보증금,사근동 월세 보증금 가장비싼 높은 고액,사근동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 3000만원 월세로 거래되었습니다.
연희동/월세/보증금,연희동 월세 보증금 가장비싼 높은 고액,연희동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 월세로 거래되었습니다.
영등포동3가/월세/보증금,영등포동3가 월세 보증금 가장비싼 높은 고액,영등포동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 9000만원 월세로 거래되었습니다.
정동/월세/임대료,정동 월세 임대료 가장비싼 높은 고액,정동의 (월세)거래내역이 없습니다
창신동/월세/임대료,창신동 월세 임대료 가장비싼 높은 고액,창신동의 (월세)거래내역이 없습니다
신창동/월세/임대료,신창동 월세 임대료 가장비싼 높은 고액,신창동의 (월세)거래내역이 없습니다
문래동2가/월세/임대료,문래동2가 월세 임대료 가장비싼 높은 고액,문래동2가의 (월세)거래내역이 없습니다
원효로3가/월세/임대료,원효로3가 월세 임대료 가장비싼 높은 고액,원효로3가의 (월세)거래내역이 없습니다
보광동/월세/임대료,보광동 월세 임대료 가장비싼 높은 고액,보광동의 (월세)거래내역이 없습니다
천연동/월세/임대료,천연동 월세 임대료 가장비싼 높은 고액,천연동의 (월세)거래내역이 없습니다
구기동/월세/임대료,구기동 월세 임대료 가장비싼 높은 고액,구기동의 (월세)거래내역이 없습니다
옥인동/월세/임대료,옥인동 월세 임대료 가장비싼 높은 고액,옥인동의 (월세)거래내역이 없습니다
이화동/월세/임대료,이화동 월세 임대료 가장비싼 높은 고액,이화동의 (월세)거래내역이 없습니다
신영동/월세/임대료,신영동 월세 임대료 가장비싼 높은 고액,신영동의 (월세)거래내역이 없습니다
당인동/월세/임대료,당인동 월세 임대료 가장비싼 높은 고액,당인동의 (월세)거래내역이 없습니다
한강로1가/월세/임대료,한강로1가 월세 임대료 가장비싼 높은 고액,한강로1가의 (월세)거래내역이 없습니다
문래동1가/월세/임대료,문래동1가 월세 임대료 가장비싼 높은 고액,문래동1가의 (월세)거래내역이 없습니다
원서동/월세/임대료,원서동 월세 임대료 가장비싼 높은 고액,원서동의 (월세)거래내역이 없습니다
대신동/월세/임대료,대신동 월세 임대료 가장비싼 높은 고액,대신동의 (월세)거래내역이 없습니다
산천동/월세/임대료,산천동 월세 임대료 가장비싼 높은 고액,산천동의 (월세)거래내역이 없습니다
예장동/월세/임대료,예장동 월세 임대료 가장비싼 높은 고액,예장동의 (월세)거래내역이 없습니다
청파동1가/월세/임대료,청파동1가 월세 임대료 가장비싼 높은 고액,청파동1가의 (월세)거래내역이 없습니다
오장동/월세/임대료,오장동 월세 임대료 가장비싼 높은 고액,오장동의 (월세)거래내역이 없습니다
입정동/월세/임대료,입정동 월세 임대료 가장비싼 높은 고액,입정동의 (월세)거래내역이 없습니다
삼선동1가/월세/임대료,삼선동1가 월세 임대료 가장비싼 높은 고액,삼선동1가의 (월세)거래내역이 없습니다
의주로1가/월세/임대료,의주로1가 월세 임대료 가장비싼 높은 고액,의주로1가의 (월세)거래내역이 없습니다
외발산동/월세/임대료,외발산동 월세 임대료 가장비싼 높은 고액,외발산동의 (월세)거래내역이 없습니다
원효로2가/월세/임대료,원효로2가 월세 임대료 가장비싼 높은 고액,원효로2가의 (월세)거래내역이 없습니다
주성동/월세/임대료,주성동 월세 임대료 가장비싼 높은 고액,주성동의 (월세)거래내역이 없습니다
토정동/월세/임대료,토정동 월세 임대료 가장비싼 높은 고액,토정동의 (월세)거래내역이 없습니다
인현동2가/월세/임대료,인현동2가 월세 임대료 가장비싼 높은 고액,인현동2가의 (월세)거래내역이 없습니다
당주동/월세/임대료,당주동 월세 임대료 가장비싼 높은 고액,당주동의 (월세)거래내역이 없습니다
서계동/월세/임대료,서계동 월세 임대료 가장비싼 높은 고액,서계동의 (월세)거래내역이 없습니다
청파동3가/월세/임대료,청파동3가 월세 임대료 가장비싼 높은 고액,청파동3가의 (월세)거래내역이 없습니다
신계동/월세/임대료,신계동 월세 임대료 가장비싼 높은 고액,신계동의 (월세)거래내역이 없습니다
안암동2가/월세/임대료,안암동2가 월세 임대료 가장비싼 높은 고액,안암동2가의 (월세)거래내역이 없습니다
통인동/월세/임대료,통인동 월세 임대료 가장비싼 높은 고액,통인동의 (월세)거래내역이 없습니다
안암동4가/월세/임대료,안암동4가 월세 임대료 가장비싼 높은 고액,안암동4가의 (월세)거래내역이 없습니다
동소문동4가/월세/임대료,동소문동4가 월세 임대료 가장비싼 높은 고액,동소문동4가의 (월세)거래내역이 없습니다
문래동4가/월세/임대료,문래동4가 월세 임대료 가장비싼 높은 고액,문래동4가의 (월세)거래내역이 없습니다
가락동/월세/임대료,가락동 월세 임대료 가장비싼 높은 고액,가락동에서 임대료가 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 임대료는 360만원에 월세로 거래되었습니다.
