분류,유저,챗봇
용어,한국주택금융공사,"한국주택금융공사
주택저당채권 등의 유동화(流動化)와 주택금융 신용보증 및 주택담보노후연금보증 업무를 수행하게 함으로써 주택금융 등의 장기적 · 안정적 공급을 촉진하여 국민의 복지증진과 국민경제의 발전에 이바지함을 목적으로 설립한 법인이다. 2004년 3월 설립한 공기업이며 정부와 한국은행이 출자하고, 종전의 주택저당채권유동화(주)(1999설립)와 통합하여 설립하였다.공사가 하는 업무는 채권 유동화, 채권보유, 증권(주택저당증권, 학자금대출증권, 주택저당채권의 유동화증권)의 지급보증, 금융기관에 대한 신용공여, 주택저당채권 또는 학자금대출채권의 평가 및 실사, 기금 · 계정의 관리 및 운용, 신용보증, 신용보증과 관련된 신용보증채무 이행 및 구상권 행사, 주택담보노후연금보증, 주택담보노후연금보증채무의 이행 및 구상권행사, 주택담보노후연금채권의 양수 및 보유와 이에 따른 주택담보노후연금의 지급, 신용보증 및 주택담보노후연금 보증과 관련된 신용조사 및 신용정보의 종합관리, 주택금융에 관한 조사 · 연구 및 통계자료의 수집 · 작성과 국내외 유관기관과의 교류 · 협력, 이상의 업무에 딸린 업무로 금융위원회의 승인을 받은 업무가 있다.국민들이 일생동안 반복하는 주택관련 금융거래를 도와주는 기관이다."
용어,집합주택,"집합주택
집합주택이란 한 채의 건물 안에 각각 독립된 주생활을 영위할 수 있는 구조로 된 주택이 여러 개 모인 것을 뜻한다.법률상으로는 집합건물의 소유 및 관리에 관한 법률의 적용을 받는 동일 대지상한 무리의 주택으로서, 한 채의 건물을 구분 · 사용하는 건물을 말한다. 따라서 집합주택이란 말은 대지 · 벽 · 복도 · 계단 및 주요 설비 등의 전부 또는 일부를 각 세대가 공동으로 사용할 수 있는 주택이며, 법률 · 물리적인 측면으로 이해되는 용어다.이것은 독립주택을 상하좌우에 붙여서 집합화한 것이기 때문에 개인의 자유는 제한되고 공동생활로 인한 공동성과 공용성이 강조된다. 집합주택은 이러한 성격을 가지고 있기 때문에 공동주택이라는 용어보다 협의로 해석할 수 있다.물론 집합주택을 넓은 의미로 해석하여, 독립주택을 제외한 나머지의 주택이며, 공동주택과 연속주택(連續住宅-종적인 구분소유가 인정되는 주택)을 포함한다고 보는 견해도 없는 것은 아니다. 그러나 그것은 소수의 의견에 불과하다."
용어,급탕설비,"급탕설비
경유나 가스, 전기 등을 열원으로 하는 가열장치를 설비하고, 물을 가열하여 필요한 장소에 온수를 공급하는 설비를 급탕설비라 한다. 이에는 국소식과 중앙식이 있다. 국소식은 온수가 필요한 세대마다 순간온수기 등의 소형 가열장치를 설비하고 급탕하는 방식이며, 중앙식은 기계실 같은 대형 가열장치를 설치하고 배관에 의하여 건물 내의 각 세대마다 온수를 공급하는 방식이다. 후자는 중앙 집중난방방식의 아파트단지에서 주로 사용된다.대규모의 중앙식일 경우에는 일반적으로 반탕관(返湯管=返送管) 및 순환펌프를 설치하여 급탕용 밸브를 틀면 즉시 온수가 나오도록 하여 배관내의 온수를 순환시키고 있다. 사용온도는 일반적으로 40~50℃이나 중앙식 급탕설비의 경우에는 너무 높으면 화상의 위험이 있고, 사용온도에 너무 가깝게 하면 열효율이 낮아지므로 온수의 공급온도는 60℃ 정도가 적당하다."
용어,방사선관리구역,"방사선관리구역
방사선관리구역이란 방사선에 노출될 우려가 있는 업무를 하는 장소를 말한다. 즉 외부의 방사선량율(放射線量率), 공기 중의 방사선물질의 농도 또는 방사선물질에 따라 오염된 물질의 표면의 오염도가 원자력안전위원회규칙으로 정하는 값을 초과할 우려가 있는 곳으로서 방사선의 안전관리를 위하여 사람의 출입을 관리하고 출입자에 대하여 방사선의 장해(障害)를 방지하기 위한 조치가 필요한 구역을 말한다.사업주는 근로자가 방사선업무를 하는 경우에 건강장해를 예방하기 위하여 방사선 관리 구역을 지정하고 ① 방사선량 측정용구의 착용에 관한 주의사항,② 방사선 업무상 주의사항,③ 방사선 피폭(被曝) 등 사고 발생 시의 응급조치에 관한 사항,④ 그 밖에 방사선 건강장해 방지에 필요한 사항을 게시하여야 한다.만일 방사선작업종사자 또는 수시출입자가 방사선장해를 받았거나 받은 것으로 보이는 경우에는 지체 없이 의사의 진단 등 필요한 보건상의 조치를 하고, 그 방사선장해의 정도에 따라 방사선관리구역 출입시간의 단축, 출입금지 또는 방사선피폭 우려가 적은 업무로의 전환 등 필요한 조치를 하여야 한다.또 방사선관리구역에 일시적으로 출입하는 사람이 방사선장해를 받았거나 받은 것으로 보이는 경우에는 지체 없이 의사의 진단 등 필요한 보건상의 조치를 하여야 한다. 관련법은 원자력안전법 및 산업안전보건기준에 관한 규칙이다."
용어,건부증가,"건부증가
해당 토지에 건물이 있어서 토지를 평가할 때 그 유용성을 높게 판단하여 가격에 증가시켜 반영하는 것을 말한다. 대표적인 예가 개발제한구역 내에 건물이 들어서 있는 토지이다. 개발제한구역은 규제가 많으나 이미 지어 놓은 건축물은 특례로 그대로 존치하도록 정하고 있어 다른 토지보다 이용도가 높다고 인정하는 것이다."
용어,도시지역,"도시지역
인구와 산업이 밀집되어 있거나 밀집이 예상되어 그 지역을 체계적으로 개발 · 정비 · 관리 · 보전할 지역을 말한다. 도시지역은 도시 · 군관리계획으로 결정하며, 주거, 상업, 공업기능과 녹지 보전을 위하여 다음과 같이 4가지로 구분하여 지정한다.① 주거지역 : 거주의 안녕과 건전한 생활환경의 보호를 위해 필요한 지역,② 상업지역 : 상업 그 밖의 업무 편익증진을 위해 필요한 지역,③ 공업지역 : 공업의 편익증진을 위해 필요한 지역,④ 녹지지역 : 자연환경 · 농지 및 산림의 보호, 보건위생, 보안과 도시의 무질서한 확산을 방지하기 위해 녹지의 보전이 필요한 지역이다. 관련법은 국토의 계획 및 이용에 관한 법률이다."
용어,법인등기,"법인등기
법인을 설립하기 위해 행하는 등기를 말한다. 법인등기는 설립등기, 변경등기, 분사무소설치등기, 사무소이전등기 및 해산등기 등의 다섯 가지 등기가 있다. 법인등기는 법인의 사무소소재지를 관할하는 지방법원, 그 지원 또는 등기소를 관할등기소로 하며, 법인을 대표할 자가 등기를 신청한다. 등기의 신청서에는 정관, 이사의 자격을 증명하는 서면, 주무관청의 허가서 또는 그 인증이 있는 등본, 재산목록을 첨부해야 한다.법인설립에 대한 허가가 있는 때는 3주내에 사무소 소재지 내에서 설립등기를 해야 한다. 등기사항에는 목적, 명칭, 사무소, 설립허가의 연월일, 존립 시기나 해산사유를 정한 때에는 그 시기 또는 사유, 자산의 총액, 출자의 방법을 정한 때에는 그 방법, 이사의 성명, 주소, 이사의 대표권을 제한한 때에는 그 제한이 있다.법인은 그 존재나 내용을 제3자가 알기 어려우므로 등기를 하여 외부에서 인식할 수 있도록 공시를 해야 한다. 법인 또한 등기를 하지 않으면 제3자에 대한 대항력을 가지지 못한다. 근거법은 민법과 비송사건절차법이다."
용어,기업형임대주택,"기업형임대주택
기업형임대사업자가 8년 이상 임대할 목적으로 취득하여 임대하는 민간임대 주택을 말한다. 민간임대주택은 8년 이상 임대하는 ‘기업형임대주택’, ‘준공공임대주택’과 4년 이상 임대하는 ‘단기임대주택’으로 구분하며, 8년 이상 임대주택 중 일반형임대사업자가 임대할 목적으로 취득하여 임대하는 민간임대주택을 준공공임대주택이라 하여 기업형임대주택과 구별하고 있다.그러나 2018년 7월부터 민간임대주택의 공공성 강화를 위해 기금출자, 공공택지 등 공공지원을 받아 8년 이상 임대할 목적으로 취득하여 임대료, 임차인의 자격 제한 등을 적용하는 주택을 공공지원민간임대주택으로 하고, 그 밖에 해당하는 주택을 장기일반민간임대주택으로 구분하고 단기임대주택은 단기민간임대주택으로 개정되었다. 근거는 민간임대주택에 관한 특별법이다."
용어,집단취락지구,"집단취락지구
국토교통부장관, 시 · 도지사 또는 대도시 시장이 도시 · 군관리계획으로 결정하는 취락지구 중의 하나이며, 개발제한구역 안의 취락을 정비하기 위하여 지정하는 지구를 말한다.집단취락 지구 안에는 공공용시설, 임시건축물 또는 임시공작물, 도시민의 여가 활용시설, 체력단련시설, 공익시설, 주택 · 근린생활시설, 노인복지지설 만을 건설할 수 있으며, 이를 위반하면 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해진다.관련법은 국토의 계획 및 이용에 관한 법률이다."
용어,간주임대료,"간주임대료
부동산 또는 그 부동산상의 권리 등을 대여하고 보증금 · 전세금 또는 이와 유사한 성질의 금액을 받은 경우에 일정한 이율을 곱하여 계산한 수익금액을 말한다. 이 간주임 대료는 금전 이외의 대가를 받는 것으로 보아, 월정임대료만을 수령하는 자와 세 부담을 공평하게 하고자 운영하는 제도이다.주택을 대여하고 보증금을 받은 경우는 3주택 이상을 소유하고 보증금등 합계액이 3억원을 초과하는 경우가 해당된다(2021.12.31. 까지는 주거용도 면적이 1호 또는 1세대당 40제곱미터 이하로 기준시가가 2억원 이하는 주택 수에 포함하지 않는다). 소득세법과 부가가치세법에 간주임대료 규정을 두고 있으며, 산출방법은 각각 다르다.소득세법의 주택과 부수토지임대의 경우 간주임대료 산정방법은 간주임대료 = {해당 과세기간의 보증금 등-3억원(보증금 등을 받은 주택이 2주택 이상인 경우에는 보증금 등의 적수가 가장 큰 주택의 보증금 등부터 순서대로 뺀다)}의 적수×60/100×1/365(윤년의 경우에는 366)×금융회사 등의 정기예금이자율－해당 과세기간의 해당 임대사업부분에서 발생한 수입이자와 할인료 및 배당금의 합계액이다(법 제25조 및 시행령 제53조제3항제1호).주택 외의 간주임대료 = (해당 과세기간의 보증금등의 적수-임대용부동산의 건설비 상당액의 적수)×1/365(윤년의 경우에는 366)×정기예금이자율－해당 과세기간의 해당 임대사업부분에서 발생한 수입이자와 할인료 및 배당금의 합계액으로 계산한다.부가가치세법에서는 간주임대료 ＝ (당해기간의 전세금 또는 임대보증금)×(과세대상기간의 일수)×〔계약기간 1년의 정기예금 이자율/365(윤년의 경우 366)〕로 계산한다(부가가치세법 제29조제10항제1호, 시행령 제65조제1항). 근거법은 소득세법과 부가가치세법이다."
용어,광역교통시설,"광역교통시설
대도시권의 광역적인 교통수요를 처리하기 위한 교통시설을 말한다.광역교통시설은 ① 둘 이상의 특별시 · 광역시 · 특별자치시 및 도(이하 “시 · 도”라 한다)에 걸치는 도로로서 대통령령이 정하는 요건에 해당하는 도로인 광역도로,② 둘 이상의 시 · 도에 걸쳐 운행되는 도시철도 또는 철도로서 대통령령이 정하는 요건에 해당하는 도시철도 또는 철도인 광역철도,③ 대도시권 교통의 중심이 되는 도시의 외곽에 위치한 광역철도 역(驛)의 인근에 건설되는 주차장,④ 여객자동차 운수사업 또는 화물자동차운수사업에 제공되는 차고지로서 지방자치단체의 장이 설치하는 공영차고지,⑤ 화물자동차 휴게소로서 지방자치단체의 장이 건설하는 화물자동차 휴게소,⑥ 간선급행버스체계로서 대통령령으로 정하는 요건에 해당하는 시설,⑦ 환승센터 · 복합환승센터로서 대통령령으로 정하는 요건에 해당하는 시설,⑧ 그 밖에 대통령령으로 정하는 교통시설. 근거법은 대도시권 광역교통관리에 관한 특별법이다."
용어,다가구주택,"다가구주택
여러 가구가 한 건물에 거주할 수 있도록 건축한 주택으로 층수가 3개층 이하이고, 1개 동의 주택으로 쓰는 바닥면적(지하주차장 면적제외)의 합계가 660m2 이하이며, 19세대 이하가 거주할 수 있도록 축조한 주택을 말한다. 주택의 층수를 산정할 때 1층 바닥면적의 1/2 이상을 필로티 구조로 하여 주차장으로 이용하고 나머지 부분을 주택 외의 용도로 쓰는 경우 해당 층을 주택의 층수에서 제외한다. 근거법은 건축법이다."
용어,모텔,"모텔
영어의 motor와 hotel을 합성한 단어로 뜻은 자동차와 함께 들어가서 잠을 자고 갈 수 있는 호텔을 말한다. 1990년대에 준농림지역에 많이 설치되어 난개발의 원인중 하나라 하여 사회문제화 된 적이 있다."
용어,한국전통호텔업,"한국전통호텔업
한국 전통의 건축물에 관광객의 숙박에 적합한 시설을 갖추거나 부대시설을 함께 갖추어 관광객에게 이용하게 하는 업을 말한다. 한국전통호텔업을 등록하기 위해선 다음의 시설기준을 충족해야 한다.① 건축물의 외관은 전통가옥의 형태를 갖추고 있을 것② 이용자의 불편이 없도록 욕실이나 샤워시설을 갖추고 있을 것③ 외국인에게 서비스를 제공할 수 있는 체제를 갖추고 있을 것④ 대지 및 건물의 소유권 또는 사용권을 확보하고 있을 것.근거는 관광진흥법이다."
용어,잔여지손실보상,"잔여지손실보상
사업시행자가 취득 또는 사용하는 일단의 토지의 일부 남는 잔여지가 동일소유자의 것이며, 그 잔여지의 가격이 감소하거나 그 밖의 손실이 있을 때 또는 잔여지에 통로, 도랑, 담장 등의 신설 그 밖의 공사가 필요한 때는 그 손실이나 공사비용을 보상해야 한다. 그런데 잔여지 가격 감소분과 잔여지 공사비용을 합한 금액이 잔여지 가격보다 크면 사업시행자는 그 잔여지를 매수할 수 있다.잔여지의 손실 또는 비용의 보상이나 취득은 사업시행자와 손실을 입은 자가 협의하여 결정하며, 협의가 성립되지 않으면 당사자는 관할 토지수용위원회에 재결을 신청할 수 있다. 구체적인 보상액 산정 및 평가방법은 토지보상, 건축물 등 물건보상, 잔여 건축물 손실보상, 영업손실보상, 이주대책 등의 보상 규정을 준용한다.잔여지 보상은 소유자가 해당 사업 공사완료일부터 1년이 지난 후에는 청구할 수 없다.관련법은 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률이다."
용어,공개공지,"공개공지
일반주거지역, 준주거지역, 상업지역, 준공업지역 등의 지역에 해당 지역의 환경을 쾌적하게 조성하기 위해 일정한 기준에 따라 설치하는 소규모 휴식시설 등의 공간을 말한다. 연면적의 합계가 5천m2 이상인 문화 및 집회시설, 종교시설, 판매시설, 운수시설, 업무시설 및 숙박시설, 그밖에 다중이 이용하는 시설로서 건축조례로 정하는 건축물의 대지에는 공개공지를 확보해야 한다.공개공지 등의 면적은 대지면적의 100분의 10 이하의 범위에서 건축조례로 정하는데, 이 경우 조경면적과 매장문화재의 현지보존 조치 면적을 공개공지 등의 면적으로 할 수 있다. 공개공지 등을 확보할 경우 공중이 이용할 수 있도록 다음의 사항을 준수해야 한다.① 공개공지 등에는 물건을 쌓아 놓거나 출입을 차단하는 시설을 설치하지 않을 것,② 환경친화적으로 편리하게 이용할 수 있도록 긴 의자 또는 파고라 등 건축조례로 정하는 시설을 설치할 것. 근거법은 건축법이다."
용어,수익체증체감의 원칙,"수익체증체감의 원칙
부동산의 단위투자액이 계속적으로 증가하면 그에 대응한 수익이 어느 점까지는 증가하지만 그 이후는 수익이 감소한다는 원칙이다. 이 원칙은 추가투자에도 마찬가지다.건축물의 신축을 예를 들면 어떤 획지 위에 최고층 건물을 지을 때 일정 층수까지는 투자액에 따라 수익이 증가하지만 어떤 층수를 지나면 수익이 당해투자액을 따르지 못한다. 이때 그 기준이 되는 층수를 한계수익점이라 한다."
용어,잔존가격,"잔존가격
대상 부동산의 최초 취득가격에서 감가상각분을 제외한 나머지 금액을 말한다. 재산의 가치가 매년 일정한 비율로 감소한다는 가정 하에 잔존가격을 인정한다. 잔존가격은 법적으로 허용되는 방법으로 산정하며, 장부상의 잔존가치, 장부가치 혹은 재고가치라고도 한다.잔존가격은 감가상각액을 산출한 후 취득가격에서 그 가액을 공제하여 계산하므로 감가상각액의 산정방법이 잔존가격의 산정방법이다.개정(2013.1.1)되기 전의 감정평가에 관한 규칙에 따르면 잔존가격 및 감가상각액의 평가는 정액법, 정률법, 상환기금법 등 내용연수를 표준으로 하는 감가수정방법을 원칙으로 하되, 그 산출된 가액이 적정하지 못하다고 판단되는 경우에는 관찰감가법을 병용할 수 있다고 규정하고 있다. 그 밖에도 유사한 거래사례를 분석하는 거래사례비교법, 감가요인으로 인한 감소된 순수익을 환원이율로 환원하여 감가수정액을 구하는 임대료손실환원법 등을 적용하여 평가하는 방법도 있다."
용어,기여의 원칙,"기여의 원칙
부동산을 평가할 때 감정평가사가 활용하는 이론으로 부동산가격의 제 원칙 중 하나이다. 이것은 부동산의 각 구성 요소가 각각 기여하여 부동산 전체의 가격을 형성한다는 원칙을 말한다. 따라서 부동산의 어떤 부분이 그 부동산 전체의 수익획득에 기여하는 정도는 그 부분이 기여하는 정도로 파악할 수 있다. 이 원칙은 최유효이용을 판정할 때 부동산의 일부에 대한 추가투자가 부동산 전체에 어떻게 기여하는가 하는 것을 알아보려고 할 때 활용한다.수익체증 · 체감의 원칙을 부동산의 어떤 부분에 적용한 경우 등에 유용하다. 부정형의 획지에 인접한 다른 토지를 구입하여 합병(합필)함으로써 획지전체의 증가를 기대하는 경우나 건물을 증축하려 할 때 추가투자의 적정성을 판단하는 데 도움을 준다. 기여의 원칙은 각 구성요소가 내부에 합리적으로 반영되어 각기 기여해야 한다는 원칙이며, 부동산 구성요소의 균형을 강조하는 균형의 원칙에 선행하는 것이다."
용어,서민주택,"서민주택
주택법에 따른 국민주택 규모인 85m2 이하의 주거용 건물과 이에 부수되는 토지로서 주택 바닥면적에 용도지역별 적용배율을 곱하여 산정한 면적이내의 토지를 말한다. 서민주택은 취득세, 등록면허세, 양도소득세는 감면하고 농어촌특별세는 비과세한다. 국가나 지방자치단체가 공급하는 서민주택은 공공주택특별법, 도시형 생활주택, 장기전세주택이 있다."
용어,상권,"상권
어떤 상점가가 소비자를 흡인할 수 있는 권역으로, 상업활동을 성립시키는 지역조건이 구비된 공간적 넓이를 말한다.이것은 주민의 생활과 그 지역에서 생기는 지역적인 경제공간이며, 손쉽게 생활편익을 얻을 수 있는 소비자의 생활행동 공간이다. 그 범위 안에서 소비자들은 편익을 향수하고 기업은 기업목표를 달성한다. 대체로 상권은 소비자들의 생활공간을 기반으로 하여, 도시보다도 훨씬 넓은 경제공간, 즉 지역 경제를 형성한다. 상권을 분석하면 다음과 같은 사실을 알 수 있다.① 어떤 쇼핑지역을 이용하는 소비자 수는 그 쇼핑지역으로부터 거리에 따라 차이가 난다.② 소비자가 상이한 여러 쇼핑지역을 이용하는 것은 각 쇼핑지역에서 제공하는 상품의 종류와 질이 다르기 때문이다.③ 쇼핑지역의 흡인력은 경쟁하는 쇼핑지역의 원근에 영향을 받는다. 상권이라는 말과 유사하게 쓰는 말은 시장권 · 세력권 · 의존권 · 영향권 · 지배권 · 상세권 등이 있다. 이 중 시장권은 수요권과 공급권의 양면에서 성립하는 것으로, 경영학 쪽보다는 경제학의 입장에서 보는 말이다. 상권은 기업이 주체가 되어 보는 개념이다. 지리학에서는 의존권 또는 세력권 등으로 말한다."
용어,자산관리자,"자산관리자
자산관리자는 유동화전문회사를 대신해서 기초자산을 관리 · 운용 · 처분하는 기관을 말한다.자산유동화에 관한 법률상 유동화전문회사는 명목회사이므로 양수 또는 신탁 받을 자산을 실질적으로 관리해 줄 자산관리자가 있어야 한다. 주로 기초자산에 대한 채권의 추심 · 채무자관리 등을 담당하는데, 일반적으로 자산보유자가 유동화전문회사로부터 수수료를 받고 동 업무를 수행한다."
용어,지방도,"지방도
지방의 간선도로망을 이루는 도로로서 관할도지사가 그 노선을 인정한 것으로 다음을 말한다.① 도청소재지로부터 시청 또는 군청소재지에 이르는 도로② 시청 또는 군청소재지를 서로 연결하는 도로③ 도 또는 특별자치도에 있는 비행장, 항만, 역 또는 이와 밀접한 관계가 있는 비행장, 항만, 역을 서로 연결하는 도로④ 도 또는 특별자치도에 있는 비행장, 항만 또는 역에서 이와 밀접한 관계가 있는 고속도로, 국도, 또는 지방도를 연결하는 도로⑤ 지방의 개발을 위하여 특히 중요한 도로를 말하는 것이다.국가가 지원하는 지방도의 중앙관서의 장은 특별자치시장, 도지사 · 특별자치도지사(특별시와 광역시에 있는 구간은 해당 시장)가 된다.관련법은 도로법이다."
용어,지중공간,"지중공간
부동산을 3차원의 공간으로 볼 때 지표에서 지중을 향하는 공간을 말한다. 대양 · 산 · 계곡 · 평야가 펼쳐지는 지표면을 수평공간이라 하고 빌딩 · 상점 등의 건물이 공중이나 지중에 점하고 있는 장소를 공중공간 · 지중공간이라 하며, 이들을 통틀어 입체공간이라 하는데 이는 수평공간에 대한 상대적 개념이다. 도시발달로 토지이용을 극대화하면서 지하철, 지하광장 등을 설치하기 위해 지중공간의 활용이 늘어나고 평가, 보상 등의 업무가 증가하였다."
용어,행정질서벌,"행정질서벌
간접적으로 행정상 질서에 위험을 줄 수 있는 행위를 한 사람에게 형법상 형량이 없는 과태료를 부과하는 것을 말한다. 과태료는 간접적으로 행정상의 질서에 장애를 줄 우려가 있는 정도의 단순한 의무태만에 부과하는 것으로, 과태료는 형벌이 아니므로 형법총칙의 규정이 자동적으로 적용되지 않으며 다른 형벌과 누범관계가 생기지 않는다."
용어,농어촌정비사업,"농어촌정비사업
농업생산기반을 조성 · 확충하기 위한 농업생산기반 정비사업, 생활환경을 개선하기 위한 농어촌 생활환경 정비사업, 농어촌산업 육성사업, 농어촌 관광휴양자원 개발사업, 한계농지 등의 정비사업을 말한다. 농어촌정비사업에 필요한 토지, 건축물과 부속 토지는 협의매수 하는 것이 원칙이다. 농어촌정비사업의 시행자는 농어촌정비사업을 시행하기 위하여 필요하면 사업시행 지역에 있는 토지나 물건을 수용 · 사용 또는 제거하거나 변경할 수 있다.농어촌정비사업을 위하여 토지의 일부가 수용되거나 사용됨으로 인하여 잔여지를 종래의 목적에 사용할 수 없을 경우 그 토지의 소유자는 농어촌정비사업의 시행자에게 잔여지를 수용하거나 사용할 것을 청구할 수 있다. 근거법은 농어촌정비법이다."
용어,경매취하서,"경매취하서
경매를 신청한 채권자가 경매를 취하하기 위해 제출하는 서류를 말한다. 사건번호, 채권자와 채무자의 이름과 연락처 등을 기입하면 된다.매수신고 이전까지는 채권자 단독으로 경매를 취하할 수 있지만 매수신고 이후에는 최고가매수신고인(차순위매수신고인 포함)의 동의가 있어야 하는데, 이 동의는 동의서를 별도로 작성하여 첨부해도 되고 경매취하서 말미에 동의의 뜻을 표시하고 본인이 아닌 경우에는 인감증명을 첨부해야 한다."
용어,물납,"물납
현금 대신 다른 재산으로 세금을 내는 것을 물납이라 말한다. 세금은 현금으로 내는 것을 원칙으로 하지만, 세금을 내야하는 사람이 현금이 없거나 현금 마련이 어려우면 다른 재산으로 낼 수 있는 제도이다. 현금 대신 부동산, 유가증권, 토지보상채권과 같은 특정재산으로 납부할 수 있다. 물납을 인정하는 조세는 법인세, 상속세 및 증여세, 양도소득세, 지방세 중 재산세이며, 물납하려면 납세자가 신청하고 관청이 승인해야 한다.상속받거나 증여받은 재산 중 부동산과 유가증권의 가액이 전체 재산가액의 2분의 1을 초과하고 상속세 또는 증여세 납부세액이 2천만원을 초과하는 경우에는 부동산이나 유가증권으로 물납할 수 있다. 세무서장은 물납을 신청한 재산의 관리, 처분이 적당하지 않다고 인정하면 물납을 허가하지 않을 수 있다. 관련법은 상속세 및 증여세법이다."
용어,특별부가세,"특별부가세
법인이 부동산 또는 부동산의 권리를 양도하여 발생하는 양도소득이 있을 때, 법인이 내야 할 법인세액에 이것을 추가하여 납부하는 세를 보통 특별부가세라 말한다.이 때 양도소득은 토지 등의 양도금액에서 양도 당시의 장부가액을 뺀 금액으로 한다. 비영리법인은 법인세 납세의무가 없으므로 특별부가세만 부과하며, 영리법인은 특별부가세 과세대상의 양도차익을 그 법인의 소득에 합산하여 법인세로 부과한다.외국법인의 토지 등 양도소득에 대한 법인세 부과도 이와 같이 하며, 다만 양도소득 금액 계산은 양도가액에서 취득가액과 양도하기 위해 직접 지출한 비용을 공제한 금액으로 한다. 2013년 1월 1일 이후는 법인이 보유한 비사업용 토지 및 법 소정의 주택(부수 토지 포함)을 양도하는 경우 양도소득의 10%(미등기시 40%) 법인세를 추가로 납부해야 한다.2009년 3월 16월부터 2012년 12월 31일까지는 투기 지역 소재만 10% 과세하였다. 2001.12.31. 특별부가세라는 용어는 폐지되고 법인세에 흡수되었다.관련법은 법인세법이다."
용어,사도,"사도
사도는 개인의 토지에 낸 길을 말한다. 두 가지가 종류가 있다. 하나는 사도법의 적용을 받는 도로이고, 다른 하나는 사도법의 적용을 받지 않는 도로이다. 전자는 도로법(제2조제1호)에 정하는 도로의 종류(고속국도, 일반국도, 특별시도, 광역시도, 지방도, 시도, 군도, 구도)가 아닌 도로이지만, 이러한 종류의 도로에 연결되는 길을 말하며, 특별자치시장, 특별자치도지사 시장, 군수, 구청장의 허가를 받아 설치한 도로이다.이 도로를 설치한 자는 통행의 제한 또는 금지할 사유가 없는 한 일반인이 통행하는 것을 제한하거나 금지하지 못한다. 시장 · 군수 · 구청장은 사도가 사도로서의 효용을 넘어 공공교통에 크게 도움이 된다고 인정하면 예산의 범위에서 설치비와 관리비의 전부 또는 일부를 보조할 수 있다. 후자는 자기 토지의 이용증진을 목적으로 토지구획 내에 자기나 특정된 소수만이 통행하기 위해 설치한 도로다.관련법은 사도법이다."
용어,기업구조조정부동산투자회사,"기업구조조정부동산투자회사
총자산의 100분의 70 이상을 ① 기업이 채권금융기관에 대한 부채 등 채무를 상환하기 위하여 매각하는 부동산,② 채권금융기관과 재무구조 개선을 위한 약정을 체결하고 해당 약정 이행 등을 하기 위하여 매각하는 부동산,③ 채무자 회생 및 파산에 관한 법률에 따른 회생 절차에 따라 매각하는 부동산,④ 그 밖에 기업의 구조조정을 지원하기 위하여 금융위원회가 필요하다고 인정하는 부동산 등 구조조정대상 부동산을 투자 대상으로 하며 자산의 투자 · 운용을 자산관리회사에 위탁하는 회사를 말한다.이 회사는 페이퍼 컴퍼니(서류상으로만 회사)로 운용하며, 특성상 기업의 부동산을 투자신탁회사에 매각하는 구조다. 이 회사는 법인세가 면제되고 투자자는 배당소득만 세금으로 내기 때문에 법인세와 소득세의 2중과세 문제가 없어 회사나 투자자 모두에게 유리하다. 외환위기 이후 기업의 부동산처분에 많이 이용하였다."
용어,부동산윤리,"부동산윤리
부동산업자가 전문직업인의 입장을 전제로 하여 그 입장에서 의당 지켜야 할 도리를 부동산윤리라 한다. 부동산업에 공통적으로 적용할 수 있는 것은 다음과 같은 것들이 있다.① 부동산업에 참여하는 전문직업인(專門職業人)으로서 긍지를 갖고 국가에 책무를 다하고, 사회봉사의 정신을 드높이는 자세,② 전문직업인으로서 양심과 양식을 소중하게 다루는 자세,③ 전문직업인으로서 예의범절 및 인간관계(人間關係)를 중요시하는 자세,④ 전문직업인으로서 전문지식과 자질(資質) 향상을 위하여 부단히 노력하는 자세,⑤ 업무활동에 특히 유의할 사항을 중요시하는 자세,⑥ 시장 질서를 존중하고 공정하게 경쟁하는 자세,⑦ 동업자의 이익 및 동업자 단체의 이익증진을 위해 노력하는 자세.부동산활동은 사회성, 공공성이 있고, 또 고가인 재산을 다루는 활동이므로, 부동산활동 주체는 윤리적으로 행동해야 한다. 거래당사자나 부동산서비스업에 종사하는 자도 물론 윤리적으로 행동해야 한다. 부동산전문직업인의 입장을 전제로 의당 지켜야 할 도리다. 감정평가사에게는 평가윤리가 있고, 중개업자에게는 중개윤리가 있다. 근래에는 전문 직업에서 윤리의 중요성이 강조되고 있다.그 이유는 전문 직업이 발달하면서 인원수가 증대하여 과당경쟁이나 불공정 행위가 증가하게 되고 그에 따라 신뢰도가 하락함으로써 사회는 이들에게 윤리를 더 요구하기 때문이다. 부동산윤리에는 사용자가 근로자와 지켜야 할 도리인 고용윤리, 동업자 또는 동업단체와 지켜야 할 도리인 조직윤리, 의뢰인과 관계에서 지켜야 할 도리인 서비스윤리, 일반 공중의 복리증진을 도모하는 방향으로 업무활동을 전개하는 공중윤리가 있다."
