구분,질문,답변
면목동/월세/보증금,면목동 월세 보증금 가장비싼 높은 고액,면목동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 29000만원 임대료는 25만원에 거래된 IS아파트 아파트입니다.
천왕동/월세/보증금,천왕동 월세 보증금 가장비싼 높은 고액,천왕동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 12197만원 임대료는 29만원에 거래된 천왕연지타운1단지 아파트입니다.
공항동/월세/보증금,공항동 월세 보증금 가장비싼 높은 고액,공항동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 10만원에 거래된 DH팰리스 연립다세대입니다.
구산동/월세/보증금,구산동 월세 보증금 가장비싼 높은 고액,구산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16000만원 임대료는 12만원에 거래된 헤렌하우스 연립다세대입니다.
돈암동/월세/보증금,돈암동 월세 보증금 가장비싼 높은 고액,돈암동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 60만원에 거래된 한신 아파트입니다.
청량리동/월세/보증금,청량리동 월세 보증금 가장비싼 높은 고액,청량리동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 110만원에 거래된 미주 아파트입니다.
창동/월세/보증금,창동 월세 보증금 가장비싼 높은 고액,창동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 19000만원 임대료는 30만원에 거래된 창동주공3단지(해등마을) 아파트입니다.
상왕십리동/월세/보증금,상왕십리동 월세 보증금 가장비싼 높은 고액,상왕십리동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 180만원에 거래된 텐즈힐(2구역) 아파트입니다.
창전동/월세/보증금,창전동 월세 보증금 가장비싼 높은 고액,창전동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 60만원에 거래된 서강예가 아파트입니다.
상일동/월세/보증금,상일동 월세 보증금 가장비싼 높은 고액,상일동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 65만원에 거래된 고덕아르테스미소지움 아파트입니다.
숭인동/월세/보증금,숭인동 월세 보증금 가장비싼 높은 고액,숭인동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 39000만원 임대료는 90만원에 거래된 종로청계힐스테이트 아파트입니다.
강일동/월세/보증금,강일동 월세 보증금 가장비싼 높은 고액,강일동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 38만원에 거래된 강동리버스트8단지 아파트입니다.
개포동/월세/보증금,개포동 월세 보증금 가장비싼 높은 고액,개포동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100000만원 임대료는 250만원에 거래된 래미안블레스티지 아파트입니다.
가산동/월세/보증금,가산동 월세 보증금 가장비싼 높은 고액,가산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 27000만원 임대료는 10만원에 거래된 원평5차 아파트입니다.
신공덕동/월세/보증금,신공덕동 월세 보증금 가장비싼 높은 고액,신공덕동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13500만원 임대료는 5만원에 거래된 공덕프로포즈Ⅱ 오피스텔입니다.
역촌동/월세/보증금,역촌동 월세 보증금 가장비싼 높은 고액,역촌동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18000만원 임대료는 20만원에 거래된 선정그랜드빌 연립다세대입니다.
노량진동/월세/보증금,노량진동 월세 보증금 가장비싼 높은 고액,노량진동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 30만원에 거래된 신동아리버파크 아파트입니다.
당산동4가/월세/보증금,당산동4가 월세 보증금 가장비싼 높은 고액,당산동4가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 124만원에 거래된 당산삼성2차 아파트입니다.
망원동/월세/보증금,망원동 월세 보증금 가장비싼 높은 고액,망원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 10만원에 거래된 노블캐슬 연립다세대입니다.
현저동/월세/보증금,현저동 월세 보증금 가장비싼 높은 고액,현저동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 26600만원 임대료는 40만원에 거래된 독립문극동(200-0) 아파트입니다.
도곡동/월세/보증금,도곡동 월세 보증금 가장비싼 높은 고액,도곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 150000만원 임대료는 500만원에 거래된 타워팰리스2 아파트입니다.
연남동/월세/보증금,연남동 월세 보증금 가장비싼 높은 고액,연남동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 54만원에 거래된 코오롱 아파트입니다.
신수동/월세/보증금,신수동 월세 보증금 가장비싼 높은 고액,신수동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 67000만원 임대료는 7만원에 거래된 신촌숲아이파크 아파트입니다.
대치동/월세/보증금,대치동 월세 보증금 가장비싼 높은 고액,대치동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 155000만원 임대료는 100만원에 거래된 래미안대치팰리스 아파트입니다.
용산동2가/월세/보증금,용산동2가 월세 보증금 가장비싼 높은 고액,용산동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 135만원에 거래된 한성빌라(1-237) 연립다세대입니다.
양재동/월세/보증금,양재동 월세 보증금 가장비싼 높은 고액,양재동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 60만원에 거래된 베누시아 아파트입니다.
반포동/월세/보증금,반포동 월세 보증금 가장비싼 높은 고액,반포동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 280000만원 임대료는 120만원에 거래된 래미안원베일리 아파트입니다.
당산동2가/월세/보증금,당산동2가 월세 보증금 가장비싼 높은 고액,당산동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 거래된 당산대우 아파트입니다.
삼전동/월세/보증금,삼전동 월세 보증금 가장비싼 높은 고액,삼전동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 28000만원 임대료는 60만원에 거래된 까사수에뇨 연립다세대입니다.
군자동/월세/보증금,군자동 월세 보증금 가장비싼 높은 고액,군자동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25300만원 임대료는 10만원에 거래된 뫼비우스 연립다세대입니다.
논현동/월세/보증금,논현동 월세 보증금 가장비싼 높은 고액,논현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 300만원에 거래된 논현아이파크 아파트입니다.
대방동/월세/보증금,대방동 월세 보증금 가장비싼 높은 고액,대방동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 31500만원 임대료는 40만원에 거래된 대방동현대 아파트입니다.
금호동4가/월세/보증금,금호동4가 월세 보증금 가장비싼 높은 고액,금호동4가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 39000만원 임대료는 85만원에 거래된 대우 아파트입니다.
도선동/월세/보증금,도선동 월세 보증금 가장비싼 높은 고액,도선동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 W에비뉴타워 오피스텔입니다.
인의동/월세/보증금,인의동 월세 보증금 가장비싼 높은 고액,인의동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 61만원에 거래된 루비온오피스텔 오피스텔입니다.
평창동/월세/보증금,평창동 월세 보증금 가장비싼 높은 고액,평창동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 200만원에 거래된 롯데낙천대 아파트입니다.
송파동/월세/보증금,송파동 월세 보증금 가장비싼 높은 고액,송파동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 52500만원 임대료는 57만원에 거래된 래미안송파파인탑 아파트입니다.
동소문동6가/월세/보증금,동소문동6가 월세 보증금 가장비싼 높은 고액,동소문동6가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 28만원에 거래된 (50-0) 연립다세대입니다.
상수동/월세/보증금,상수동 월세 보증금 가장비싼 높은 고액,상수동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 200만원에 거래된 래미안밤섬리베뉴Ⅰ 아파트입니다.
석관동/월세/보증금,석관동 월세 보증금 가장비싼 높은 고액,석관동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 27만원에 거래된 신동아파밀리에 아파트입니다.
석촌동/월세/보증금,석촌동 월세 보증금 가장비싼 높은 고액,석촌동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 38000만원 임대료는 24만원에 거래된 파크팰리스 연립다세대입니다.
영등포동2가/월세/보증금,영등포동2가 월세 보증금 가장비싼 높은 고액,영등포동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 10만원에 거래된 	(29-80)	 오피스텔입니다.
후암동/월세/보증금,후암동 월세 보증금 가장비싼 높은 고액,후암동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 120만원에 거래된 (335-6) 연립다세대입니다.
중곡동/월세/보증금,중곡동 월세 보증금 가장비싼 높은 고액,중곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 10만원에 거래된 마드레 연립다세대입니다.
신설동/월세/보증금,신설동 월세 보증금 가장비싼 높은 고액,신설동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23600만원 임대료는 5만원에 거래된 로얄팰리스 연립다세대입니다.
황학동/월세/보증금,황학동 월세 보증금 가장비싼 높은 고액,황학동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 9만원에 거래된 소미골드라인(101동) 연립다세대입니다.
상월곡동/월세/보증금,상월곡동 월세 보증금 가장비싼 높은 고액,상월곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16500만원 임대료는 36만원에 거래된 토티하우스 연립다세대입니다.
영등포동/월세/보증금,영등포동 월세 보증금 가장비싼 높은 고액,영등포동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18000만원 임대료는 12만원에 거래된 (618-20) 연립다세대입니다.
남가좌동/월세/보증금,남가좌동 월세 보증금 가장비싼 높은 고액,남가좌동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 30만원에 거래된 DMC센트럴아이파크 아파트입니다.
신당동/월세/보증금,신당동 월세 보증금 가장비싼 높은 고액,신당동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 85만원에 거래된 래미안하이베르 아파트입니다.
휘경동/월세/보증금,휘경동 월세 보증금 가장비싼 높은 고액,휘경동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22200만원 임대료는 10만원에 거래된 회기역하트리움역세권청년주택 아파트입니다.
본동/월세/보증금,본동 월세 보증금 가장비싼 높은 고액,본동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 31000만원 임대료는 90만원에 거래된 삼성래미안 아파트입니다.
신대방동/월세/보증금,신대방동 월세 보증금 가장비싼 높은 고액,신대방동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 35000만원 임대료는 100만원에 거래된 우성1 아파트입니다.
용강동/월세/보증금,용강동 월세 보증금 가장비싼 높은 고액,용강동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70000만원 임대료는 50만원에 거래된 e편한세상마포리버파크 아파트입니다.
화양동/월세/보증금,화양동 월세 보증금 가장비싼 높은 고액,화양동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16000만원 임대료는 10만원에 거래된 씨즈건대힐스 아파트입니다.
대조동/월세/보증금,대조동 월세 보증금 가장비싼 높은 고액,대조동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21200만원 임대료는 9만원에 거래된 베르디움STAY1 아파트입니다.
명일동/월세/보증금,명일동 월세 보증금 가장비싼 높은 고액,명일동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 74만원에 거래된 삼익그린2차 아파트입니다.
성수동1가/월세/보증금,성수동1가 월세 보증금 가장비싼 높은 고액,성수동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 동아그린 아파트입니다.
염리동/월세/보증금,염리동 월세 보증금 가장비싼 높은 고액,염리동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 115만원에 거래된 마포프레스티지자이 아파트입니다.
응봉동/월세/보증금,응봉동 월세 보증금 가장비싼 높은 고액,응봉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 서울숲리버그린동아아파트 아파트입니다.
상도동/월세/보증금,상도동 월세 보증금 가장비싼 높은 고액,상도동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 62000만원 임대료는 40만원에 거래된 두산위브트레지움2차 아파트입니다.
도원동/월세/보증금,도원동 월세 보증금 가장비싼 높은 고액,도원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 95만원에 거래된 삼성래미안 아파트입니다.
능동/월세/보증금,능동 월세 보증금 가장비싼 높은 고액,능동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 31500만원 임대료는 25만원에 거래된 (239-38) 연립다세대입니다.
효창동/월세/보증금,효창동 월세 보증금 가장비싼 높은 고액,효창동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 15만원에 거래된 효창빌리지 연립다세대입니다.
성수동2가/월세/보증금,성수동2가 월세 보증금 가장비싼 높은 고액,성수동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 120만원에 거래된 신성미소지움 아파트입니다.
대림동/월세/보증금,대림동 월세 보증금 가장비싼 높은 고액,대림동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22800만원 임대료는 17만원에 거래된 미래스위트하우스비동 연립다세대입니다.
공덕동/월세/보증금,공덕동 월세 보증금 가장비싼 높은 고액,공덕동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 85000만원 임대료는 30만원에 거래된 공덕파크자이 아파트입니다.
제기동/월세/보증금,제기동 월세 보증금 가장비싼 높은 고액,제기동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 36000만원 임대료는 27만원에 거래된 안암골벽산 아파트입니다.
거여동/월세/보증금,거여동 월세 보증금 가장비싼 높은 고액,거여동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 85만원에 거래된 거여2단지효성아파트 아파트입니다.
광장동/월세/보증금,광장동 월세 보증금 가장비싼 높은 고액,광장동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 54000만원 임대료는 20만원에 거래된 워커힐푸르지오 아파트입니다.
자곡동/월세/보증금,자곡동 월세 보증금 가장비싼 높은 고액,자곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 40만원에 거래된 강남한양수자인(4단지) 아파트입니다.
삼선동3가/월세/보증금,삼선동3가 월세 보증금 가장비싼 높은 고액,삼선동3가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1645만원 임대료는 33만원에 거래된 위드74 연립다세대입니다.
전농동/월세/보증금,전농동 월세 보증금 가장비싼 높은 고액,전농동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 53500만원 임대료는 30만원에 거래된 래미안크레시티 아파트입니다.
세곡동/월세/보증금,세곡동 월세 보증금 가장비싼 높은 고액,세곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10668만원 임대료는 9만원에 거래된 세곡리엔파크(4단지) 아파트입니다.
당산동6가/월세/보증금,당산동6가 월세 보증금 가장비싼 높은 고액,당산동6가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 55만원에 거래된 현대리버사이드 연립다세대입니다.
한남동/월세/보증금,한남동 월세 보증금 가장비싼 높은 고액,한남동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 270만원에 거래된 한남아이파크애비뉴 아파트입니다.
청담동/월세/보증금,청담동 월세 보증금 가장비싼 높은 고액,청담동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 80500만원 임대료는 70만원에 거래된 청담자이 아파트입니다.
항동/월세/보증금,항동 월세 보증금 가장비싼 높은 고액,항동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23000만원 임대료는 60만원에 거래된 하버라인3단지 아파트입니다.
합정동/월세/보증금,합정동 월세 보증금 가장비싼 높은 고액,합정동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 10만원에 거래된 한강이튼캐슬B 연립다세대입니다.
방이동/월세/보증금,방이동 월세 보증금 가장비싼 높은 고액,방이동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70300만원 임대료는 16만원에 거래된 올림픽선수기자촌2단지 아파트입니다.
갈현동/월세/보증금,갈현동 월세 보증금 가장비싼 높은 고액,갈현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 80만원에 거래된 두성제일빌라 연립다세대입니다.
홍제동/월세/보증금,홍제동 월세 보증금 가장비싼 높은 고액,홍제동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 50만원에 거래된 남양 아파트입니다.
당산동/월세/보증금,당산동 월세 보증금 가장비싼 높은 고액,당산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 180만원에 거래된 강변래미안 아파트입니다.
청파동2가/월세/보증금,청파동2가 월세 보증금 가장비싼 높은 고액,청파동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 55만원에 거래된 BS빌딩 연립다세대입니다.
문래동5가/월세/보증금,문래동5가 월세 보증금 가장비싼 높은 고액,문래동5가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 40만원에 거래된 문래두산위브 아파트입니다.
양평동2가/월세/보증금,양평동2가 월세 보증금 가장비싼 높은 고액,양평동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22950만원 임대료는 8만원에 거래된 디에이원파크 오피스텔입니다.
중동/월세/보증금,중동 월세 보증금 가장비싼 높은 고액,중동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 130만원에 거래된 마포중동현대 아파트입니다.
용두동/월세/보증금,용두동 월세 보증금 가장비싼 높은 고액,용두동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 90만원에 거래된 신동아 아파트입니다.
냉천동/월세/보증금,냉천동 월세 보증금 가장비싼 높은 고액,냉천동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 36000만원 임대료는 20만원에 거래된 동부센트레빌 아파트입니다.
가리봉동/월세/보증금,가리봉동 월세 보증금 가장비싼 높은 고액,가리봉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13600만원 임대료는 16만원에 거래된 남부리치빌 연립다세대입니다.
옥수동/월세/보증금,옥수동 월세 보증금 가장비싼 높은 고액,옥수동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 42000만원 임대료는 100만원에 거래된 래미안 옥수 리버젠 아파트입니다.
삼성동/월세/보증금,삼성동 월세 보증금 가장비싼 높은 고액,삼성동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 120000만원 임대료는 140만원에 거래된 래미안라클래시 아파트입니다.
명륜2가/월세/보증금,명륜2가 월세 보증금 가장비싼 높은 고액,명륜2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22000만원 임대료는 140만원에 거래된 아남1 아파트입니다.
회기동/월세/보증금,회기동 월세 보증금 가장비싼 높은 고액,회기동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 85만원에 거래된 베라체캠퍼스 아파트입니다.
망우동/월세/보증금,망우동 월세 보증금 가장비싼 높은 고액,망우동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 28000만원 임대료는 19만원에 거래된 양원금호어울림포레스트 아파트입니다.
영등포동1가/월세/보증금,영등포동1가 월세 보증금 가장비싼 높은 고액,영등포동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23600만원 임대료는 7만원에 거래된 아테네 연립다세대입니다.
오금동/월세/보증금,오금동 월세 보증금 가장비싼 높은 고액,오금동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 66000만원 임대료는 20만원에 거래된 대림 아파트입니다.
만리동2가/월세/보증금,만리동2가 월세 보증금 가장비싼 높은 고액,만리동2가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 서울역센트럴자이 아파트입니다.
성북동/월세/보증금,성북동 월세 보증금 가장비싼 높은 고액,성북동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9000만원 임대료는 35만원에 거래된 고려빌라 연립다세대입니다.
종암동/월세/보증금,종암동 월세 보증금 가장비싼 높은 고액,종암동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 35000만원 임대료는 40만원에 거래된 아이파크종암동2차 아파트입니다.
금호동3가/월세/보증금,금호동3가 월세 보증금 가장비싼 높은 고액,금호동3가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 100만원에 거래된 두산 아파트입니다.
대현동/월세/보증금,대현동 월세 보증금 가장비싼 높은 고액,대현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21000만원 임대료는 20만원에 거래된 MJ더퍼스트이대 오피스텔입니다.
용문동/월세/보증금,용문동 월세 보증금 가장비싼 높은 고액,용문동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 48만원에 거래된 한강타운 연립다세대입니다.
영등포동8가/월세/보증금,영등포동8가 월세 보증금 가장비싼 높은 고액,영등포동8가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 100만원에 거래된 당산푸르지오 아파트입니다.
당산동5가/월세/보증금,당산동5가 월세 보증금 가장비싼 높은 고액,당산동5가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20700만원 임대료는 7만원에 거래된 데시앙루브 오피스텔 오피스텔입니다.
대흥동/월세/보증금,대흥동 월세 보증금 가장비싼 높은 고액,대흥동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 200만원에 거래된 마포태영 아파트입니다.
문배동/월세/보증금,문배동 월세 보증금 가장비싼 높은 고액,문배동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 5만원에 거래된 G&P용산파크 아파트입니다.
도봉동/월세/보증금,도봉동 월세 보증금 가장비싼 높은 고액,도봉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 25만원에 거래된 대동드림빌 연립다세대입니다.
충정로3가/월세/보증금,충정로3가 월세 보증금 가장비싼 높은 고액,충정로3가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 11280만원 임대료는 71만원에 거래된 더스타일하우스디센트럴 아파트입니다.
동작동/월세/보증금,동작동 월세 보증금 가장비싼 높은 고액,동작동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 20만원에 거래된 이수힐스테이트 아파트입니다.
당산동1가/월세/보증금,당산동1가 월세 보증금 가장비싼 높은 고액,당산동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25400만원 임대료는 28만원에 거래된 나비드 연립다세대입니다.
당산동3가/월세/보증금,당산동3가 월세 보증금 가장비싼 높은 고액,당산동3가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 15만원에 거래된 웰니스오피스텔 오피스텔입니다.
금호동1가/월세/보증금,금호동1가 월세 보증금 가장비싼 높은 고액,금호동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 65만원에 거래된 벽산 아파트입니다.
압구정동/월세/보증금,압구정동 월세 보증금 가장비싼 높은 고액,압구정동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70000만원 임대료는 40만원에 거래된 현대8차(성수현대:91~95동) 아파트입니다.
상도1동/월세/보증금,상도1동 월세 보증금 가장비싼 높은 고액,상도1동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 42만원에 거래된 J+CRESIDENCE 연립다세대입니다.
수색동/월세/보증금,수색동 월세 보증금 가장비싼 높은 고액,수색동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 195만원에 거래된 DMC롯데캐슬더퍼스트 아파트입니다.
북가좌동/월세/보증금,북가좌동 월세 보증금 가장비싼 높은 고액,북가좌동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 20만원에 거래된 DMC한양 아파트입니다.
남현동/월세/보증금,남현동 월세 보증금 가장비싼 높은 고액,남현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 49000만원 임대료는 5만원에 거래된 네스코수피아아파트 아파트입니다.
교북동/월세/보증금,교북동 월세 보증금 가장비싼 높은 고액,교북동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 100만원에 거래된 경희궁자이 오피스텔입니다.
광희동1가/월세/보증금,광희동1가 월세 보증금 가장비싼 높은 고액,광희동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9450만원 임대료는 31만원에 거래된 광희동1가166외7필지청년주택신축 아파트입니다.
