구분,질문,답변
창전동/월세/보증금,창전동 월세 보증금 가장싼 낮은 저렴,창전동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4670만원 임대료는 28만원에 거래된 이랜드PEER신촌 아파트입니다.
상일동/월세/보증금,상일동 월세 보증금 가장싼 낮은 저렴,상일동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2156만원 임대료는 41만원에 거래된 고덕리엔파크3단지 아파트입니다.
숭인동/월세/보증금,숭인동 월세 보증금 가장싼 낮은 저렴,숭인동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 60만원에 거래된 종로동광모닝스카이 아파트입니다.
강일동/월세/보증금,강일동 월세 보증금 가장싼 낮은 저렴,강일동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 거래된 유러피안하우스II 오피스텔입니다.
개포동/월세/보증금,개포동 월세 보증금 가장싼 낮은 저렴,개포동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 80만원에 거래된 대청타워 오피스텔입니다.
가산동/월세/보증금,가산동 월세 보증금 가장싼 낮은 저렴,가산동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 53만원에 거래된 가산센트럴 푸르지오시티 오피스텔입니다.
신공덕동/월세/보증금,신공덕동 월세 보증금 가장싼 낮은 저렴,신공덕동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 71만원에 거래된 블루마리오피스텔 오피스텔입니다.
역촌동/월세/보증금,역촌동 월세 보증금 가장싼 낮은 저렴,역촌동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 40만원에 거래된 대상오피스텔 오피스텔입니다.
노량진동/월세/보증금,노량진동 월세 보증금 가장싼 낮은 저렴,노량진동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 91만원에 거래된 고려교육타워-어바니엘한강 아파트입니다.
당산동4가/월세/보증금,당산동4가 월세 보증금 가장싼 낮은 저렴,당산동4가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 거래된 	(32-66)	 오피스텔입니다.
망원동/월세/보증금,망원동 월세 보증금 가장싼 낮은 저렴,망원동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 39만원에 거래된 (485-5) 연립다세대입니다.
현저동/월세/보증금,현저동 월세 보증금 가장싼 낮은 저렴,현저동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 140만원에 거래된 독립문파크빌 아파트입니다.
도곡동/월세/보증금,도곡동 월세 보증금 가장싼 낮은 저렴,도곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1500만원 임대료는 130만원에 거래된 SK허브프리모 아파트입니다.
연남동/월세/보증금,연남동 월세 보증금 가장싼 낮은 저렴,연남동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 55만원에 거래된 백곰네 연립다세대입니다.
신수동/월세/보증금,신수동 월세 보증금 가장싼 낮은 저렴,신수동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 240만원에 거래된 신촌숲아이파크 아파트입니다.
대치동/월세/보증금,대치동 월세 보증금 가장싼 낮은 저렴,대치동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 90만원에 거래된 대치트레비스타 101동 오피스텔입니다.
용산동2가/월세/보증금,용산동2가 월세 보증금 가장싼 낮은 저렴,용산동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 거래된 진풍빌라트 연립다세대입니다.
양재동/월세/보증금,양재동 월세 보증금 가장싼 낮은 저렴,양재동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 85만원에 거래된 서원빌가동 연립다세대입니다.
반포동/월세/보증금,반포동 월세 보증금 가장싼 낮은 저렴,반포동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 80만원에 거래된 (549-17) 연립다세대입니다.
당산동2가/월세/보증금,당산동2가 월세 보증금 가장싼 낮은 저렴,당산동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 거래된 당산대우 아파트입니다.
삼전동/월세/보증금,삼전동 월세 보증금 가장싼 낮은 저렴,삼전동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 60만원에 거래된 호원빌라(180-23) 연립다세대입니다.
군자동/월세/보증금,군자동 월세 보증금 가장싼 낮은 저렴,군자동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3700만원 임대료는 61만원에 거래된 (473-1) 오피스텔입니다.
논현동/월세/보증금,논현동 월세 보증금 가장싼 낮은 저렴,논현동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 0만원 임대료는 85만원에 거래된 논현재 연립다세대입니다.
대방동/월세/보증금,대방동 월세 보증금 가장싼 낮은 저렴,대방동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 36만원에 거래된 보라매센트럴타운 아파트입니다.
금호동4가/월세/보증금,금호동4가 월세 보증금 가장싼 낮은 저렴,금호동4가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 380만원에 거래된 서울숲푸르지오 아파트입니다.
도선동/월세/보증금,도선동 월세 보증금 가장싼 낮은 저렴,도선동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 W에비뉴타워 오피스텔입니다.
인의동/월세/보증금,인의동 월세 보증금 가장싼 낮은 저렴,인의동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 61만원에 거래된 루비온오피스텔 오피스텔입니다.
평창동/월세/보증금,평창동 월세 보증금 가장싼 낮은 저렴,평창동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 200만원에 거래된 롯데낙천대 아파트입니다.
송파동/월세/보증금,송파동 월세 보증금 가장싼 낮은 저렴,송파동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 70만원에 거래된 해바라기빌라 연립다세대입니다.
동소문동6가/월세/보증금,동소문동6가 월세 보증금 가장싼 낮은 저렴,동소문동6가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 28만원에 거래된 (50-0) 연립다세대입니다.
상수동/월세/보증금,상수동 월세 보증금 가장싼 낮은 저렴,상수동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3521만원 임대료는 18만원에 거래된 래미안밤섬리베뉴Ⅱ 아파트입니다.
석관동/월세/보증금,석관동 월세 보증금 가장싼 낮은 저렴,석관동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2646만원 임대료는 22만원에 거래된 송학에버빌 연립다세대입니다.
석촌동/월세/보증금,석촌동 월세 보증금 가장싼 낮은 저렴,석촌동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 47만원에 거래된 라온팰리스 연립다세대입니다.
영등포동2가/월세/보증금,영등포동2가 월세 보증금 가장싼 낮은 저렴,영등포동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 48만원에 거래된 세영오피스텔 오피스텔입니다.
후암동/월세/보증금,후암동 월세 보증금 가장싼 낮은 저렴,후암동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 거래된 후암코지하우스 연립다세대입니다.
중곡동/월세/보증금,중곡동 월세 보증금 가장싼 낮은 저렴,중곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 72만원에 거래된 정익제이타워2차 오피스텔입니다.
신설동/월세/보증금,신설동 월세 보증금 가장싼 낮은 저렴,신설동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23600만원 임대료는 5만원에 거래된 로얄팰리스 연립다세대입니다.
황학동/월세/보증금,황학동 월세 보증금 가장싼 낮은 저렴,황학동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 120만원에 거래된 청계리버팰리스A 아파트입니다.
상월곡동/월세/보증금,상월곡동 월세 보증금 가장싼 낮은 저렴,상월곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16500만원 임대료는 36만원에 거래된 토티하우스 연립다세대입니다.
영등포동/월세/보증금,영등포동 월세 보증금 가장싼 낮은 저렴,영등포동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 40만원에 거래된 굿모닝빌 연립다세대입니다.
남가좌동/월세/보증금,남가좌동 월세 보증금 가장싼 낮은 저렴,남가좌동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 65만원에 거래된 디엠씨엘가 아파트입니다.
신당동/월세/보증금,신당동 월세 보증금 가장싼 낮은 저렴,신당동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 200만원 임대료는 35만원에 거래된 양지빌라B동 연립다세대입니다.
휘경동/월세/보증금,휘경동 월세 보증금 가장싼 낮은 저렴,휘경동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 67만원에 거래된 프리미어M 연립다세대입니다.
본동/월세/보증금,본동 월세 보증금 가장싼 낮은 저렴,본동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 126만원에 거래된 한신휴플러스 아파트입니다.
신대방동/월세/보증금,신대방동 월세 보증금 가장싼 낮은 저렴,신대방동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 69만원에 거래된 낙현재 연립다세대입니다.
용강동/월세/보증금,용강동 월세 보증금 가장싼 낮은 저렴,용강동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13980만원 임대료는 5만원에 거래된 비쥬빌 연립다세대입니다.
화양동/월세/보증금,화양동 월세 보증금 가장싼 낮은 저렴,화양동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 74만원에 거래된 화양동 동도센트리움 캠퍼스파크 오피스텔입니다.
대조동/월세/보증금,대조동 월세 보증금 가장싼 낮은 저렴,대조동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 65만원에 거래된 대덕타워 아파트입니다.
명일동/월세/보증금,명일동 월세 보증금 가장싼 낮은 저렴,명일동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 70만원에 거래된 고덕역 대명벨리온 오피스텔입니다.
성수동1가/월세/보증금,성수동1가 월세 보증금 가장싼 낮은 저렴,성수동1가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 300만원 임대료는 40만원에 거래된 은하빌라 연립다세대입니다.
염리동/월세/보증금,염리동 월세 보증금 가장싼 낮은 저렴,염리동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10006만원 임대료는 25만원에 거래된 마포자이더센트리지(101동서울리츠2호임대) 아파트입니다.
응봉동/월세/보증금,응봉동 월세 보증금 가장싼 낮은 저렴,응봉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 서울숲리버그린동아아파트 아파트입니다.
상도동/월세/보증금,상도동 월세 보증금 가장싼 낮은 저렴,상도동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 40만원에 거래된 상도역롯데캐슬파크엘 아파트입니다.
도원동/월세/보증금,도원동 월세 보증금 가장싼 낮은 저렴,도원동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1351만원 임대료는 18만원에 거래된 도원동삼성래미안(임대) 아파트입니다.
능동/월세/보증금,능동 월세 보증금 가장싼 낮은 저렴,능동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10500만원 임대료는 22만원에 거래된 320-57 연립다세대입니다.
효창동/월세/보증금,효창동 월세 보증금 가장싼 낮은 저렴,효창동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 70만원에 거래된 (5-207) 연립다세대입니다.
성수동2가/월세/보증금,성수동2가 월세 보증금 가장싼 낮은 저렴,성수동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 60만원에 거래된 성수동램킨중흥S클래스오피스텔 오피스텔입니다.
대림동/월세/보증금,대림동 월세 보증금 가장싼 낮은 저렴,대림동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 46만원에 거래된 파크에비뉴 연립다세대입니다.
공덕동/월세/보증금,공덕동 월세 보증금 가장싼 낮은 저렴,공덕동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 230만원에 거래된 래미안공덕5차 아파트입니다.
제기동/월세/보증금,제기동 월세 보증금 가장싼 낮은 저렴,제기동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 120만원에 거래된 남영아트빌나동 연립다세대입니다.
거여동/월세/보증금,거여동 월세 보증금 가장싼 낮은 저렴,거여동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3493만원 임대료는 1만원에 거래된 거여6단지 아파트입니다.
광장동/월세/보증금,광장동 월세 보증금 가장싼 낮은 저렴,광장동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 8000만원 임대료는 150만원에 거래된 현대5 아파트입니다.
자곡동/월세/보증금,자곡동 월세 보증금 가장싼 낮은 저렴,자곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 거래된 강남센터뷰 오피스텔입니다.
삼선동3가/월세/보증금,삼선동3가 월세 보증금 가장싼 낮은 저렴,삼선동3가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1645만원 임대료는 33만원에 거래된 위드74 연립다세대입니다.
전농동/월세/보증금,전농동 월세 보증금 가장싼 낮은 저렴,전농동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 65만원에 거래된 전농동복합시설(청량리역DUO196) 오피스텔입니다.
세곡동/월세/보증금,세곡동 월세 보증금 가장싼 낮은 저렴,세곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2053만원 임대료는 41만원에 거래된 강남신동아파밀리에1단지 아파트입니다.
당산동6가/월세/보증금,당산동6가 월세 보증금 가장싼 낮은 저렴,당산동6가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 55만원에 거래된 현대리버사이드 연립다세대입니다.
한남동/월세/보증금,한남동 월세 보증금 가장싼 낮은 저렴,한남동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 310만원에 거래된 한남아이파크애비뉴 아파트입니다.
청담동/월세/보증금,청담동 월세 보증금 가장싼 낮은 저렴,청담동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 68만원에 거래된 (109-3) 연립다세대입니다.
항동/월세/보증금,항동 월세 보증금 가장싼 낮은 저렴,항동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2513만원 임대료는 44만원에 거래된 하버라인3단지 아파트입니다.
합정동/월세/보증금,합정동 월세 보증금 가장싼 낮은 저렴,합정동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 거래된 (458-3) 연립다세대입니다.
방이동/월세/보증금,방이동 월세 보증금 가장싼 낮은 저렴,방이동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 820만원 임대료는 64만원에 거래된 잠실 더클래스원 오피스텔입니다.
갈현동/월세/보증금,갈현동 월세 보증금 가장싼 낮은 저렴,갈현동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 110만원에 거래된 진성위너스빌 연립다세대입니다.
홍제동/월세/보증금,홍제동 월세 보증금 가장싼 낮은 저렴,홍제동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 거래된 제니스빌(134-2) 연립다세대입니다.
당산동/월세/보증금,당산동 월세 보증금 가장싼 낮은 저렴,당산동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 거래된 더 실크 오피스텔입니다.
청파동2가/월세/보증금,청파동2가 월세 보증금 가장싼 낮은 저렴,청파동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 55만원에 거래된 BS빌딩 연립다세대입니다.
문래동5가/월세/보증금,문래동5가 월세 보증금 가장싼 낮은 저렴,문래동5가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 40만원에 거래된 문래두산위브 아파트입니다.
양평동2가/월세/보증금,양평동2가 월세 보증금 가장싼 낮은 저렴,양평동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9000만원 임대료는 40만원에 거래된 (33-8) 연립다세대입니다.
중동/월세/보증금,중동 월세 보증금 가장싼 낮은 저렴,중동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 130만원에 거래된 마포중동현대 아파트입니다.
용두동/월세/보증금,용두동 월세 보증금 가장싼 낮은 저렴,용두동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 70만원에 거래된 대원빌 연립다세대입니다.
냉천동/월세/보증금,냉천동 월세 보증금 가장싼 낮은 저렴,냉천동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5550만원 임대료는 12만원에 거래된 돈의문센트레빌(215) 아파트입니다.
가리봉동/월세/보증금,가리봉동 월세 보증금 가장싼 낮은 저렴,가리봉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13600만원 임대료는 16만원에 거래된 남부리치빌 연립다세대입니다.
옥수동/월세/보증금,옥수동 월세 보증금 가장싼 낮은 저렴,옥수동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1500만원 임대료는 150만원에 거래된 한남하이츠 아파트입니다.
삼성동/월세/보증금,삼성동 월세 보증금 가장싼 낮은 저렴,삼성동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 0만원 임대료는 80만원에 거래된 케아하우스11차 연립다세대입니다.
명륜2가/월세/보증금,명륜2가 월세 보증금 가장싼 낮은 저렴,명륜2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22000만원 임대료는 140만원에 거래된 아남1 아파트입니다.
회기동/월세/보증금,회기동 월세 보증금 가장싼 낮은 저렴,회기동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 85만원에 거래된 베라체캠퍼스 아파트입니다.
망우동/월세/보증금,망우동 월세 보증금 가장싼 낮은 저렴,망우동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 70만원에 거래된 베스트빌 연립다세대입니다.
영등포동1가/월세/보증금,영등포동1가 월세 보증금 가장싼 낮은 저렴,영등포동1가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 85만원에 거래된 여의도더리브스타일 아파트입니다.
오금동/월세/보증금,오금동 월세 보증금 가장싼 낮은 저렴,오금동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2396만원 임대료는 38만원에 거래된 송파레미니스2단지 아파트입니다.
만리동2가/월세/보증금,만리동2가 월세 보증금 가장싼 낮은 저렴,만리동2가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1561만원 임대료는 20만원에 거래된 서울역센트럴자이 아파트입니다.
성북동/월세/보증금,성북동 월세 보증금 가장싼 낮은 저렴,성북동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9000만원 임대료는 35만원에 거래된 고려빌라 연립다세대입니다.
종암동/월세/보증금,종암동 월세 보증금 가장싼 낮은 저렴,종암동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 45만원에 거래된 야베스원 연립다세대입니다.
금호동3가/월세/보증금,금호동3가 월세 보증금 가장싼 낮은 저렴,금호동3가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 8400만원 임대료는 30만원에 거래된 (1265-64) 연립다세대입니다.
대현동/월세/보증금,대현동 월세 보증금 가장싼 낮은 저렴,대현동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 120만원에 거래된 럭키대현 아파트입니다.
용문동/월세/보증금,용문동 월세 보증금 가장싼 낮은 저렴,용문동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 48만원에 거래된 한강타운 연립다세대입니다.
영등포동8가/월세/보증금,영등포동8가 월세 보증금 가장싼 낮은 저렴,영등포동8가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 100만원에 거래된 당산푸르지오 아파트입니다.
당산동5가/월세/보증금,당산동5가 월세 보증금 가장싼 낮은 저렴,당산동5가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20700만원 임대료는 7만원에 거래된 데시앙루브 오피스텔 오피스텔입니다.
대흥동/월세/보증금,대흥동 월세 보증금 가장싼 낮은 저렴,대흥동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 100만원에 거래된 신촌그랑자이(1단지) 아파트입니다.
문배동/월세/보증금,문배동 월세 보증금 가장싼 낮은 저렴,문배동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 5만원에 거래된 G&P용산파크 아파트입니다.
도봉동/월세/보증금,도봉동 월세 보증금 가장싼 낮은 저렴,도봉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1500만원 임대료는 52만원에 거래된 한국빌라 연립다세대입니다.
충정로3가/월세/보증금,충정로3가 월세 보증금 가장싼 낮은 저렴,충정로3가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4695만원 임대료는 46만원에 거래된 더스타일하우스디센트럴 아파트입니다.
동작동/월세/보증금,동작동 월세 보증금 가장싼 낮은 저렴,동작동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 20만원에 거래된 이수힐스테이트 아파트입니다.
당산동1가/월세/보증금,당산동1가 월세 보증금 가장싼 낮은 저렴,당산동1가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 80만원에 거래된 101 오피스텔입니다.
당산동3가/월세/보증금,당산동3가 월세 보증금 가장싼 낮은 저렴,당산동3가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5301만원 임대료는 27만원에 거래된 당산SHVILLE 아파트입니다.
금호동1가/월세/보증금,금호동1가 월세 보증금 가장싼 낮은 저렴,금호동1가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 300만원에 거래된 이편한세상금호파크힐스 아파트입니다.
압구정동/월세/보증금,압구정동 월세 보증금 가장싼 낮은 저렴,"압구정동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 310만원에 거래된 현대5차(71,72동) 아파트입니다."
상도1동/월세/보증금,상도1동 월세 보증금 가장싼 낮은 저렴,상도1동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 42만원에 거래된 J+CRESIDENCE 연립다세대입니다.
수색동/월세/보증금,수색동 월세 보증금 가장싼 낮은 저렴,수색동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1106만원 임대료는 15만원에 거래된 e편한세상 수색 에코포레 아파트입니다.
북가좌동/월세/보증금,북가좌동 월세 보증금 가장싼 낮은 저렴,북가좌동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 100만원에 거래된 계성하이빌 연립다세대입니다.
남현동/월세/보증금,남현동 월세 보증금 가장싼 낮은 저렴,남현동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 35만원에 거래된 드림뷰오피스텔 오피스텔입니다.
교북동/월세/보증금,교북동 월세 보증금 가장싼 낮은 저렴,교북동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 100만원에 거래된 경희궁자이 오피스텔입니다.
광희동1가/월세/보증금,광희동1가 월세 보증금 가장싼 낮은 저렴,광희동1가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4730만원 임대료는 53만원에 거래된 광희동1가166외7필지청년주택신축 아파트입니다.
행촌동/월세/보증금,행촌동 월세 보증금 가장싼 낮은 저렴,행촌동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10900만원 임대료는 20만원에 거래된 (210-147) 연립다세대입니다.
흥인동/월세/보증금,흥인동 월세 보증금 가장싼 낮은 저렴,흥인동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 65만원에 거래된 동대문와이즈캐슬 아파트입니다.
내수동/월세/보증금,내수동 월세 보증금 가장싼 낮은 저렴,내수동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 79만원에 거래된 광화문시대 오피스텔입니다.
양평동3가/월세/보증금,양평동3가 월세 보증금 가장싼 낮은 저렴,양평동3가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 43만원에 거래된 그랜드타워 연립다세대입니다.
사직동/월세/보증금,사직동 월세 보증금 가장싼 낮은 저렴,사직동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 20만원에 거래된 신흥주택 연립다세대입니다.
원효로4가/월세/보증금,원효로4가 월세 보증금 가장싼 낮은 저렴,원효로4가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 45000만원 임대료는 100만원에 거래된 한강수 아파트입니다.
문래동6가/월세/보증금,문래동6가 월세 보증금 가장싼 낮은 저렴,문래동6가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 110만원에 거래된 문래투웨니퍼스트 오피스텔입니다.
